指標名,ホール・劇場,,,,,,,,,,,,,,,,,
出典,東京都生活文化局,,,,,,,,,,,,,,,,,
年次,平成31年3月,,,,,,,,,,,,,,,,,
URL,https://www.seikatubunka.metro.tokyo.lg.jp/bunka/bunka_seisaku/0000001271.html,,,,,,,,,,,,,,,,,
備考,野外会場も含む,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,電話番号,URL,客席数,収容人数,舞台形式,全体形式,客席形式,これまでの利用実績ジャンル,施設に適しているもしくは利用して欲しいジャンル,利用対象,利用条件を設定している場合の条件,利用可能時間帯
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-4　1F,35.696448,139.700484,バティオス,03-6273-8901,http://vitus.maim.jp/vatios.htm,100,110,プロセニアム形式,シューボックス形式,固定席,演劇、お笑い・寄席・演芸、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、能・狂言、日本の伝統音楽（邦楽等）、世界の民族音楽、お笑い・寄席・演芸、バレエ、オペラ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,00:00～24:00
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-5 　新宿永谷ビル1F,35.696664,139.7004525,新宿永谷ホール(Fu-),03-3232-1251,http://ntgp.co.jp/engei/sinjuku/index.html,70,70,オープン形式,シューボックス形式,可動席（スタッキングチェア）,演歌・歌謡曲、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）,お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会,一般に貸出している,,09:00～21:00
新宿区,歌舞伎町２丁目,-,東京都新宿区歌舞伎町2-45-8 アビテビルB1F,35.697105,139.700493,新宿STAR CRANE,0,https://star-crane.com/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-12-9 　タテハナビルB2F,35.695341,139.7025765,新宿ＬＯＦＴ,03-5272-0382,http://www.loft-prj.co.jp/LOFT/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-14-7 　新宿ハヤシビル3F,35.694594,139.7021805,ＤＲＥＡＭＳＴＯＲＥ,03-5287-2286,http://dreamstore-shinjuku.jp/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-14-7 　林ビルB2F,35.694594,139.7021805,新宿ＬＯＦＴ／ＰＬＵＳ ＯＮＥ,03-3205-6864,http://www.loft-prj.co.jp/PLUSONE/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-16-10 　第27東京ビルB2F,35.693847,139.702176,ライブハウス＆バー GOLDEN EGG,03-3203-0405,http://www.g-egg.info/top.html,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-1-7　マルハビル1F,35.694135,139.7044935,新宿ゴールデン街劇場,0,http://golden-gai-gekijou.jimdo.com/,41,41,オープン形式,シューボックス形式,固定席,演歌・歌謡曲、演劇、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会,,一般に貸出している,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-20-1 　ヒューマックスパビリオン新宿歌舞伎町7F,35.695836,139.7014605,新宿フェイス,03-3200-1300,http://www.shinjuku-face.com,511,511,その他（オープン形式とアリーナ形式）,シューボックス形式、アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13 　新光ビルB2F,35.694693,139.7044215,ＲＵＩＤＯ Ｋ４,03-5292-5125,http://www.ruido.org/k4/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-2-13 　新光ビルB2F,35.694693,139.7044215,新宿レッドノーズ,03-5155-8550,http://www.shinjuku-rednose.com/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-21-7 　ヒューマックスパビリオン新宿アネックスB2F,35.695323,139.7009925,新宿ＢＬＡＺＥ,03-5155-5990,http://shinjuku-blaze.com/,359,800,オープン形式,シューボックス形式,可動席（スタッキングチェア）、可動席（スタッキングチェア）（スタンディング）,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1-6-14 　第二ショーリビルB1F,35.693676,139.702842,新宿メモリーズ,03-3208-6540,http://s.live-memories.com/,,,,,,,,,,
新宿区,歌舞伎町１丁目,-,東京都新宿区歌舞伎町1丁目2-5 東陽ビルB2F,35.693685,139.703994,Zirco Tokyo,03-6278-9190,http://zirco-tokyo.jp/,,,オープン形式,シューボックス形式,可動席（スタッキングチェア）（スタンディング）,ポップス、ダンス・パフォーマンス、合唱、その他1（ロック）、その他2（アイドル）、その他3（ＤＪ）,,一般に貸出している,,-
新宿区,下落合１丁目,-,東京都新宿区下落合１－９－６,35.716122,139.699017,東京富士大学　二上講堂,03－3362－7297,http://www.fuji.ac.jp/guidance/facility/,,,,,,,,,,
渋谷区,猿楽町,-,東京都渋谷区猿楽町29-18,35.647398,139.701474,HILLSIDE TERRACE　HILLSIDE PLAZA,03-3780-5977,http://www.hillsideterrace.com/index2.html,,,,,,,,,,
渋谷区,猿楽町,-,東京都渋谷区猿楽町3-9 　アベニューサイド代官山3F,35.652078,139.704255,代官山NOMAD,03-3770-3723,http://www.daikanyama-nomad.com/,,,,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町1-5 KINOHAUS 1F,35.659305,139.695228,LOFT9 Shibuya,03-5784-1239,http://www.loft-prj.co.jp/loft9/,,,,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町1-8,35.659035,139.695327,clubasia,03-5458-2551,http://www.clubasia.co.jp,,,,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町18-2 　藤田ハイツB1F,35.656974,139.694157,Ｌａｎｔｅｒｎ,03-3476-0438,https://sites.google.com/site/lanternweb/,,,,,,ポップス、クラシック、演歌・歌謡曲、ジャズ、日本の伝統音楽（邦楽等）、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会,ポップス、クラシック、演歌・歌謡曲、ジャズ,一般に貸出している,,09:00～24:00
渋谷区,円山町,-,東京都渋谷区円山町2-16,35.658405,139.6950435,ＷＯＭＢ,03-5459-0039,http://www.womb.co.jp/,,,,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町2-3 　,35.658486,139.695246,ＴＳＵＴＡＹＡ Ｏ－ｎｅｓｔ,03-3462-4420,http://shibuya-o.com/nest/,,,,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町2-3 　O-WESTビル7F,35.658486,139.695246,渋谷７ｔｈ ＦＬＯＯＲ,03-3462-4466,http://7th-floor.net/,,,,,,,,,,
渋谷区,円山町,-,東京都渋谷区円山町2-3 2F,35.658486,139.695246,ＴＳＵＴＡＹＡ Ｏ－ＷＥＳＴ,03-5784-7088,http://shibuya-o.com/west/,,,,,,,,,,
千代田区,永田町２丁目,赤坂,東京都千代田区永田町2-16-2,35.67672,139.740822,星陵会館〔ホール〕,03-3581-5650,http://www.seiryokai.org/kaikan.html,400,400,プロセニアム形式,アリーナ・平土間形式、扇形形式,固定席、可動席（スタッキングチェア）,日本の伝統音楽（邦楽等）、合唱、映像上映会（試写会など）、講演会、その他,日本の伝統音楽（邦楽等）、合唱、映像上映会（試写会など）、講演会、その他,一般に貸出している,,09:00～21:00
渋谷区,宇田川町,-,東京都渋谷区宇田川町31-3 　第3田中ビルB1F,35.661348,139.6978425,ＷＡＳＴＥＤ ＴＩＭＥ,03-3461-8383,http://www.wastedtime.jp/index.html,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町12-18　東急ハンズB1F,35.661996,139.6979955,Midnight Lounge ballo ballo,03-6277-5032,http://www.live-loop.com/ballo/schedule/schedule.html,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-16 　国際ビルA館B2F,35.661447,139.69854,渋谷ＣＹＣＬＯＮＥ,03-3463-0069,http://www.cyclone1997.com/home.html,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-16 　国際ビルB館B1F,35.661447,139.69854,ＧＡＲＲＥＴ ｕｄａｇａｗａ,03-3463-0069,http://www.cyclone1997.com/garret/garret_home.html,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-17 　ライズビル地下,35.661465,139.698711,ＷＷＷ,03-5458-7685,http://www-shibuya.jp,,,,,,,,一般に貸出している,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町13-17 ライズビル2F,35.661465,139.698711,渋谷WWW X,03-5458-7688,http://www-shibuya.jp/,,,,,,,,一般に貸出している,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町30-5　JowビルB1F,35.660871,139.697955,渋谷Club Malcolm,03-6455-0225,http://www.club-malcolm.com,,,オープン形式,アリーナ・平土間形式、扇形形式,可動席（スタッキングチェア）,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町3-10 　いちごフィエスタ渋谷4Ｆ,35.6625,139.69872,Ｌｉｖｅ＆Ｐｕｂ Ｓｈｉｂｕｙａ ｇｅｅ－ｇｅ．,03-6416-3468,http://www.gee-ge.net/,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町31-2　渋谷ビーム内,35.661357,139.697523,よしもと∞ホール,03-5728-8880,http://www.yoshimoto.co.jp/mugendai/,218,282,オープン形式,その他,固定席,お笑い・寄席・演芸,お笑い・寄席・演芸,一般に貸出している,,15:00～23:00
渋谷区,宇田川町,-,東京都渋谷区宇田川町32-12 　アソルティ渋谷B1F,35.661087,139.6973745,渋谷 ＴＡＫＥ ＯＦＦ ７,03-3770-7755,http://kox-radio.jp/takeoff7/,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町32-13 4F・5F,35.661024,139.6975365,渋谷ＣＬＵＢ ＱＵＡＴＴＲＯ,03-3477-8750,http://www.club-quattro.com,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町37-18 　トツネビル,35.662851,139.694796,アップリンク渋谷〔UP　LINK　FACTORY〕,03-6825-5503,http://www.uplink.co.jp/,68,68,,,,演劇、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、映像上映会（試写会など）、講演会、展示会、その他1（映画上映）,,一般に貸出している,,10:00～23:00
渋谷区,宇田川町,-,東京都渋谷区宇田川町41-29 　石井ビル2F,35.662995,139.6949355,渋谷 ＳＯＮＧＬＩＮＥＳ,03-5784-4186,http://song-bird.net/songlines/,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 　トウセン宇田川ビル1F,35.662464,139.6978695,渋谷Ｓｔａｒ ｌｏｕｎｇｅ,03-6277-5373,http://www.starlounge.jp,,,,,,,,不明,,-
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 　トウセン宇田川ビルB1F,35.662464,139.6978695,ＣＨＥＬＳＥＡ ＨＯＴＥＬ,03-3770-1567,http://chelseahotel.jp,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 　トウセン宇田川町ビル2F,35.662464,139.6978695,渋谷ＴＨＥ ＧＡＭＥ,03-5456-5038,http://www.shibuyathegame.com/,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 　トウセン宇田川町ビル3F,35.662464,139.6978695,渋谷Ｍｉｌｋｙｗａｙ,03-6416-3227,http://www.shibuyamilkyway.com/,,,,,,,,,,
渋谷区,宇田川町,-,東京都渋谷区宇田川町4-7 　トウセン宇田川町ビル5F,35.662464,139.6978695,ａｕｂｅ ｓｈｉｂｕｙａ,03-5459-2896,http://1091m.com/?page_id=8,,,,,,,,,,
千代田区,一番町,-,東京都千代田区一番町12,35.686971,139.739319,いきいきプラザ一番町〔カスケードホール〕,03-3265-6311,http://www.ikiikiplaza-eiwa.jp/sub/plaza_B1F.html,,,,,,,,,,
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-1-2　学術総合センター内,35.692479,139.757994,一橋大学　一橋講堂,03-4212-3900,http://www.hit-u.ac.jp/hall/index.html,521,521,オープン形式,その他,固定席,講演会、その他1（シンポジウム）、その他2（セミナー）、その他3（学会）,講演会、その他1（シンポジウム）、その他2（セミナー）、その他3（学会）,一般に貸出している,,-
千代田区,一ツ橋２丁目,-,東京都千代田区一ツ橋2-6-2,35.694279,139.7562435,日本教育会館〔一ツ橋ホール〕,03-3230-2831,http://www.jec.or.jp/,802,,オープン形式,シューボックス形式,固定席,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、歌舞伎、世界の民族音楽、お笑い・寄席・演芸、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,ポップス、クラシック、演歌・歌謡曲、ジャズ、演劇、ミュージカル、世界の民族音楽、お笑い・寄席・演芸、バレエ、ダンス・パフォーマンス、合唱、映像上映会（試写会など）、講演会、展示会,一般に貸出している,,-
