指標名,スタートアップ企業,,,,,,,,,,
出典,INITIAL,,,,,,,,,,
年次,2019/12/2取得,,,,,,,,,,
URL,https://initial.inc/,,,,,,,,,,
備考,JPC2020データ,,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,企業名,業種,事業内容,設立日,詳細URL,調査状況
千代田区,東神田１丁目,-,東京都千代田区東神田1-11-14 トーシン東神田ビル 4F,35.694873,139.7804805,株式会社スリーシェイク,コンピューター - ソフトウェア,データの収集から加工、分析までを一気通貫で実現できるdPaa...,2015/1/15,https://initial.inc/companies/A-27881,調査継続
千代田区,東神田１丁目,-,東京都千代田区東神田1-16-7 東神田プラザビル2F,35.694945,139.7821005,TRENDE株式会社,産業・エネルギー,太陽光パネルを初期費用０円で設置でき電気代が最大20％OFF...,2017/8/1,https://initial.inc/companies/A-31463,調査継続
千代田区,東神田１丁目,-,東京都千代田区東神田1-15-9,35.694945,139.782672,株式会社aiQ,コンピューター - ITサービス,携帯電話の位置情報を用い、人々の消費と生産活動を分析する「a...,2018/6/22,https://initial.inc/companies/A-33335,調査継続
千代田区,東神田１丁目,-,東京都千代田区東神田1-14-11 ヤマダビル6F,35.694252,139.782042,株式会社オープングルーヴ,コンピューター - ソフトウェア,効果的なバグ報告のためのGoogle Chrome や Fi...,2004/1/1,https://initial.inc/companies/A-05244,調査継続
千代田区,東神田１丁目,-,東京都千代田区東神田1-5-6,35.694216,139.780116,株式会社ルナエル,医療・ヘルスケア,医療施設・介護施設等の感染症予防・殺菌滅菌等の衛生管理業務の...,2013/3/1,https://initial.inc/companies/A-12912,調査継続
千代田区,東神田１丁目,-,東京都千代田区東神田1-5-1 ディアハイム神田岩本町301号,35.693757,139.77972,株式会社ゼロワン・スタイル,コンピューター - ソフトウェア,無料スマホアプリ『渋谷発！GAL コレ』など、アーティスト、...,2008/5/2,https://initial.inc/companies/A-12457,調査継続
千代田区,東神田１丁目,-,東京都千代田区東神田1-2-10 泰岳ビル3F,35.693487,139.7809305,株式会社グラスプ アット ジ エアー,,ウェブサイト・モバイルサイト・映像（PV・CM等）・紙媒体（...,2000/11/1,https://initial.inc/companies/A-11029,未評価(会社登録のみ)
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-12-1 PMO東新橋2F,35.660538,139.755636,エッジコンサルティング株式会社,ビジネスサービス,・ビッグデータ解析事業 ・プロジェクトマネジメント支援事業 ...,2014/5/12,https://initial.inc/companies/A-16584,調査継続
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-8-1 パラッツォアステック7階,35.661591,139.757184,株式会社スキルシフト,コンピューター - ITサービス,地域貢献副業サービス「Skill Shift」の運営,2019/10/1,https://initial.inc/companies/A-34079,未評価(会社登録のみ)
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-12-1 PMO東新橋7階,35.660538,139.755636,株式会社Jiransoft Japan,コンピューター - ソフトウェア,企業向けセキュリティソリューションの開発・販売 モバイルクラ...,2011/7/1,https://initial.inc/companies/A-13016,調査継続
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-14-1 コモディオ汐留4階,35.660556,139.7574405,株式会社Loco Partners,消費者向けサービス・販売,満足度の高い宿泊施設のみを厳選した会員制宿泊予約サービス「r...,2011/8/22,https://initial.inc/companies/A-11950,調査継続
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2F,35.661177,139.7562435,株式会社アセンダ,消費者向けサービス・販売,100人のデザイナーネットワークとＩＴを活用したデザイン制作...,2010/11/19,https://initial.inc/companies/A-06241,調査継続
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2F,35.661177,139.7562435,株式会社ファンメディア,コンピューター - ITサービス,キャラクター・観光 など知ってもらいたい画像がある人のための...,2013/3/7,https://initial.inc/companies/A-30964,未評価(会社登録のみ)
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-7-3 BIZMARKS新橋汐留 2階,35.6616,139.756797,シングラー株式会社,コンピューター - ITサービス,『HRアナリスト』は、新しい時代の採用を実現する人材分析プラ...,2016/11/1,https://initial.inc/companies/A-27101,調査継続
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-10-10 東新橋ビル2F,35.661177,139.7562435,株式会社DNAextreme,バイオテクノロジー ICT,DNA解析を用い洗練されたトレーニングを可能するアプリ「DN...,,https://initial.inc/companies/A-29512,調査継続
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-4-1 サンマリーノ汐留,35.661879,139.757607,株式会社T&Cメディカルサイエンス,ビジネスサービス,法人、個人向けに日本株、中国株、為替など投資情報提供。投資ア...,2001/8/13,https://initial.inc/companies/A-02213,
港区,東新橋２丁目,虎ノ門広域,東京都港区東新橋2-18-4 グラディート汐留ロッソ1002,35.660988,139.7580885,モギー株式会社,ビジネスサービス,紙と同じようにもぎることができ、読取り専用端末を必要としない...,2012/4/1,https://initial.inc/companies/A-11448,調査不能(HPアクセス不能などの事由)
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-1-21 今朝ビル4階,35.666253,139.760568,株式会社ダイヤモンドダイニング,消費者向けサービス・販売,多業態（マルチコンセプト）飲食店の経営,1996/3/1,https://initial.inc/companies/A-01411,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-3-5 久田ビル5F,35.664021,139.758849,CREARC株式会社,ビジネスサービス,撮影機材特化型のシェアリングアプリ「Totte（トッテ）」を...,2017/12/25,https://initial.inc/companies/A-29906,調査継続
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-2,35.662131,139.760127,エンコアードジャパン株式会社,コンピューター - ITサービス,宅内設置型のIoT機器を用いてエネルギーデータのリアルタイム...,2016/1/4,https://initial.inc/companies/A-28530,調査継続
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1,35.663013,139.7612925,ソフトバンク株式会社,通信・ネットワーキング,移動／固定通信事業及びICTソリューション事業の提供,1986/12/9,https://initial.inc/companies/A-32022,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1 東京汐留ビルディング,35.663013,139.7612925,株式会社AGI,コンピューター - ソフトウェア,コンピュータにおける感性制御技術(ST)の研究開発,2006/6/1,https://initial.inc/companies/A-27515,調査継続
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-7-1 汐留メディアタワー9階,35.663256,139.7597625,株式会社エヌ・エヌ・エー,ビジネスサービス,アジア・豪州・欧州に進出する日経企業に対し、現地の経済、ビジ...,1995/1/1,https://initial.inc/companies/A-01613,調査継続
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-9-1 東京汐留ビルディング,35.663013,139.7612925,株式会社ビューン,消費者向けサービス・販売,新聞、雑誌類、テレビを、モバイル上から閲覧可能とするコンテン...,2010/3/19,https://initial.inc/companies/A-05525,調査継続
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-5-2,35.665344,139.761,株式会社博報堂DYホールディングス,ビジネスサービス,広告会社２位、持株会社傘下で博報堂、大広、読売広告社３社が独...,2003/10/1,https://initial.inc/companies/A-01089,
港区,東新橋１丁目,虎ノ門広域,東京都港区東新橋1-3-9 第4小田ビル,35.664201,139.758912,株式会社日本ブランド戦略研究所,コンピューター - ITサービス,マーケティングリサーチ事業 Webサイト価値ランキング情報提...,2003/3/24,https://initial.inc/companies/A-06148,調査継続
渋谷区,東４丁目,-,東京都渋谷区東4-12-2,35.654562,139.713444,MateReal株式会社,コンピューター - ITサービス,バーチャルYouTuber開発運営・プロモート事業。 3人組...,2018/5/1,https://initial.inc/companies/A-32380,調査継続
渋谷区,東４丁目,-,東京都渋谷区東4-12-2 ドメイン広尾301,35.654562,139.713444,株式会社CANE.asia,コンピューター - ソフトウェア,アプリパブリッシング事業、インバウンド・アウトバウンドに特化...,2017/9/1,https://initial.inc/companies/A-29297,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-24-2 恵比寿STビル3階,35.649234,139.709574,ecbo株式会社,コンピューター - ソフトウェア,店舗の遊休スヘ゜ースを使った荷物一時預かりフ゜ラットフォーム...,2015/6/2,https://initial.inc/companies/A-27228,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-16-3 エフ・ニッセイ恵比寿ビル4階,35.649504,139.710303,ストアーズ・ドット・ジェーピー株式会社,ビジネスサービス,オンライン上で誰でも簡単に“最短2分”でオンラインストアを制...,2008/10/10,https://initial.inc/companies/A-04948,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-24-8 マーサ恵比寿401,35.649099,139.70943,株式会社チカク,半導体/その他電子部品・製品,「距離も時間も超えて人をつなげる」サービスや製品の開発 スマ...,2014/3/12,https://initial.inc/companies/A-16312,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-16-3 エフ・ニッセイ恵比寿ビル4階,35.649504,139.710303,コイニー株式会社,金融・保険・不動産 ICT,電子決済・クレジット決済に対応する決済端末「Coineyター...,2018/2/1,https://initial.inc/companies/A-29665,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-24-2 恵比寿STビル 2F,35.649234,139.709574,株式会社ファインシード,コンピューター - ITサービス,遺伝子検査キット「遺伝子博士」を提供,2004/9/1,https://initial.inc/companies/A-27048,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-21-2 永野ビル403,35.650845,139.708521,株式会社祭,コンピューター - ITサービス,挑戦する人のための投げ銭プラットフォーム「ビスケット」の開発...,2015/2/12,https://initial.inc/companies/A-31198,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-25-4 グランドメゾン恵比寿東,35.648622,139.7101545,EXest株式会社,ビジネスサービス,外国人観光客と通訳案内士（特例通訳案内士を含む）をつなぐプラ...,2016/12/1,https://initial.inc/companies/A-29995,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-16-1 BELL THE EBISU 6F,35.649792,139.710096,株式会社EnterTech Lab,コンピューター - ITサービス,アーティスト向け資金調達プラットフォーム「CHACCA（チャ...,2018/2/1,https://initial.inc/companies/A-33272,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-15-9 プライムハウスII4F,35.65017,139.709691,株式会社ウブン,コンピューター - ITサービス,デジタル広告の運用代理サービスの提供,2018/1/4,https://initial.inc/companies/A-33599,未評価(会社登録のみ)
渋谷区,東３丁目,-,東京都渋谷区東3-22-8 サワダビル5F,35.649558,139.7089575,株式会社ポテンシャライト,ビジネスサービス,ベンチャー企業に特化した採用コンサルティング、採用ブランディ...,2017/3/7,https://initial.inc/companies/A-29832,未評価(会社登録のみ)
渋谷区,東３丁目,-,東京都渋谷区東3-9-19 VORT恵比寿 maxim3階,35.649486,139.7113065,株式会社サイバーセキュリティクラウド,コンピューター - ITサービス,サイバーセキュリティ事業 IPS＋WAF クラウド型サーバセ...,2010/8/11,https://initial.inc/companies/A-13051,調査継続
渋谷区,東３丁目,-,東京都渋谷区東3-16-10 三浦ビル4F,35.648919,139.71069,TAAS株式会社,環境関連,ユーザーから回収した古紙を再処理し、資源に変えてユーザーに還...,2016/9/23,https://initial.inc/companies/A-28164,調査継続
