指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2020/3/9取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮表門,,登録有形文化財(建造物),産業3次,その他工作,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮中門,,登録有形文化財(建造物),産業3次,その他工作,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮茶室如庵写,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮茶室桂,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮茶室守貧庵,,登録有形文化財(建造物),産業3次,建築物,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮不老門,,登録有形文化財(建造物),産業3次,その他工作,,昭和中,20060803,,,,
港区,虎ノ門５丁目,虎ノ門,東京都港区虎ノ門5-6-6,35.662878,139.7422215,大橋茶寮塀,,登録有形文化財(建造物),産業3次,その他工作,,昭和中,20060803,,,,
港区,虎ノ門４丁目,虎ノ門,東京都港区虎ノ門4-1-35,35.666064,139.744611,菊池寛実記念智美術館別館,,登録有形文化財(建造物),住宅,建築物,,大正,20031201,,,株式会社南悠商社,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,大倉集古館陳列館,,登録有形文化財(建造物),文化福祉,建築物,,昭和前,19980902,,,財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,寿老図六角皿〈尾形乾山作／尾形光琳画〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19390527,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,長生殿蒔絵手筥,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19330123,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,石造如来立像,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,北魏,19591218,,財団法人大倉文化財団,財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,紙本著色鵜飼図〈狩野探幽筆／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19590627,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,徐公文集（宋刊本）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19490218,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,宋版韓集挙正,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19640526,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,宋版大唐三蔵取経詩話（高山寺本）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19590627,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,短刀〈銘則重／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19310119,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.667,139.743342,東大寺文書〈（二十四通）／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,古文書,日本,奈良～鎌倉,19600609,,大倉集古館,公益財団法人大倉文化財団,
港区,虎ノ門１丁目,虎ノ門,東京都港区虎ノ門1-21,35.667945,139.748688,虎ノ門大坂屋砂場店舗,,登録有形文化財(建造物),産業3次,建築物,,大正,20110725,,,,
新宿区,戸塚町,-,東京都新宿区戸塚町一丁目104番地,35.709867,139.7221425,早稲田大学大隈記念講堂,,国宝・重要文化財(建造物),重要文化財,近代／学校,,昭和,20071204,,,学校法人早稲田大学,
新宿区,戸山３丁目,-,東京都新宿区戸山三丁目20番1号,35.707527,139.711068,学習院旧正門,,国宝・重要文化財(建造物),重要文化財,近代／学校,,明治,19730602,,,学校法人学習院,
港区,元麻布１丁目,-,東京都港区元麻布一丁目,35.65302256,139.7324148,善福寺のイチョウ,,史跡名勝天然記念物,天然記念物,,,,19261020,,,,
港区,元赤坂２丁目,-,東京都港区元赤坂二丁目1番１号,35.67708,139.7320425,旧東宮御所（迎賓館赤坂離宮）,旧東宮御所（迎賓館赤坂離宮）,国宝・重要文化財(建造物),国宝,近代／住居,,明治,20091208,,,内閣府,
中央区,銀座８丁目,-,東京都中央区銀座8－10－3　銀座三鈴ビル,35.667999,139.7626605,石帆惟衍墨蹟,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19550202,,みずたに美術株式会社,みずたに美術株式会社,
中央区,銀座８丁目,-,東京都中央区銀座8－10－3　銀座三鈴ビル,35.667999,139.7626605,達磨大師安心法門（絹本）〈石溪心月筆／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19780615,,みずたに美術株式会社,みずたに美術株式会社,
中央区,京橋２丁目,日八京,東京都中央区京橋2-16-1,35.67654,139.7730915,彩色設計図集,,登録有形文化財(美術品),歴史資料,,日本,明治～大正,20110627,,清水建設株式会社,清水建設株式会社,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,古今和歌集巻第一断簡〈（高野切）／（寛平の）〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,20130619,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,色絵花鳥文八角大壺〈伊万里／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸時代,20000627,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,色絵罌粟文茶壺〈仁清作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19600609,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,色絵鳳凰文壺〈仁清作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19310119,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,絵唐津芦文壺,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,20080710,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,絵唐津柿文三耳壺,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,20050609,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,金銀藍絵松樹文蓋物〈尾形乾山作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19870606,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,絹本著色漁釣図〈徐祚筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19370525,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,絹本著色更衣美人図〈喜多川歌麿筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19990607,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,絹本著色十王図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,南北朝,19680425,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,絹本著色真言八祖行状図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,20020626,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,虎関師錬筆消息〈六月十八日／檀溪心涼宛〉,,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19490530,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,古文孝経（金沢文庫本）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19760605,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,金銅蓮唐草文透彫経箱,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19590627,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,定頼集〈藤原定家筆／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19360506,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本淡彩山水図〈与謝蕪村筆／宝暦十三年四月の年記がある／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19760605,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色三十六歌仙切〈（遍昭）／佐竹家伝来〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19370525,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色四季日待図〈英一蝶筆〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,20060609,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画花鳥図〈能阿弥筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19980630,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨書光厳院宸翰御消息（十一月五日）,,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,19350430,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨書後光厳院宸翰御消息（七月廿九日）,,国宝・重要文化財(美術品),重要文化財,古文書,日本,南北朝,19350430,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨書後小松天皇宸翰御消息（七月廿五日）,,国宝・重要文化財(美術品),重要文化財,古文書,日本,室町,19400503,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨書陽光院御筆御消息（七十三通）,,国宝・重要文化財(美術品),重要文化財,古文書,日本,桃山,19380704,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,青磁下蕪花生,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19780615,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,青磁袴腰大香炉,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19550202,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,禅院額字〈選仏場／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19520329,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,大燈国師墨蹟〈偈頌／（夏日）〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,大燈国師墨蹟〈偈語（興作）／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉～南北朝,19610630,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,太刀〈銘国村／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19490218,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,継色紙（むめのかの）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19870606,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,壺形土器,,国宝・重要文化財(美術品),重要文化財,考古資料,日本,弥生,19740608,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,手鑑「見ぬ世の友」（二百二十九葉）,,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,奈良～室町,,19521122,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,中務集,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19370525,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,伏見天皇宸翰御歌集（五十六首）,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19430609,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,藤原定家筆消息〈九月十日／〉,,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19531114,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,明恵上人筆消息,,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉,19490218,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,理趣経種子曼荼羅,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,20001204,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,楼閣人物螺鈿食籠,,国宝・重要文化財(美術品),重要文化財,工芸品,中国,元,19790606,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,和漢朗詠抄〈巻下／〉,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19640526,,財団法人出光美術館,財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画青山園荘図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19810609,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色西行法師行状絵詞〈巻第一、第二、第四〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,20000627,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画平沙落雁図〈伝牧谿筆／「道有」ノ印アリ〉,,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19430609,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本淡彩十二月離合山水図〈池大雅筆／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19360506,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,著色絵料紙墨書法華経残闕〈／（扇面写経）〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19380704,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画山市晴嵐図〈玉澗筆／自賛がある〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,南宋,19520329,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色柿本人麿像〈／（佐竹本三十六歌仙切）〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19520719,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色梅花書屋図〈田能村竹田筆／天保三年の年記がある〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19630701,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本金地著色祇園祭礼図〈／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,桃山,19660611,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画双峰挿雲図〈浦上玉堂筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19660611,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画籠煙惹滋図〈浦上玉堂筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19780615,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本淡彩戸山山荘図〈谷文晁筆／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,19810609,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色絵因果経〈巻第三上／〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,奈良,19860606,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色四季花木図〈／六曲屏風〉,,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19910621,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色伴大納言絵詞,,国宝・重要文化財(美術品),国宝,絵画,日本,平安,,19510609,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本著色直幹申文絵詞,,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19330123,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.676972,139.761324,紙本墨画淡彩野々宮図,,国宝・重要文化財(美術品),重要文化財,絵画,日本,江戸,20181031,,公益財団法人出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.67656814,139.7606566,赤楽兎文香合〈光悦作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,20120906,,出光美術館,公益財団法人出光美術館,
千代田区,丸の内３丁目,大丸有,東京都千代田区丸の内3-1-1,35.67656814,139.7606566,柏木菟蒔絵料紙箱及春日野蒔絵硯箱〈小川破笠作／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,20130619,,出光美術館,公益財団法人出光美術館,
千代田区,丸の内２丁目,大丸有,東京都千代田区丸の内二丁目1番1号,35.678979,139.762143,明治生命保険相互会社本社本館,,国宝・重要文化財(建造物),重要文化財,近代／商業・業務,,昭和,19970529,,,明治生命保険相互会社,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内1-4-6,35.683317,139.7646495,日本工業倶楽部会館,,登録有形文化財(建造物),文化福祉,建築物,,大正,19990823,,,社団法人日本工業倶楽部,
千代田区,丸の内１丁目,大丸有,東京都千代田区丸の内一丁目1番3号,35.684469,139.7622555,東京駅丸ノ内本屋,,国宝・重要文化財(建造物),重要文化財,近代／産業・交通・土木,,大正,20030530,,,東日本旅客鉄道株式会社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社瑞垣,,登録有形文化財(建造物),宗教,その他工作,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社宝庫,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社本殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社西門,,登録有形文化財(建造物),宗教,その他工作,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社幣殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社神饌所,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社拝殿,,登録有形文化財(建造物),宗教,建築物,,昭和前,20030919,,,宗教法人神田神社,
千代田区,外神田２丁目,-,東京都千代田区外神田2-16-2,35.702046,139.767939,神田神社東門,,登録有形文化財(建造物),宗教,その他工作,,昭和前,20030919,,,宗教法人神田神社,
港区,海岸１丁目,-,東京都港区海岸一丁目,35.65545362,139.7613673,旧芝離宮庭園,,史跡名勝天然記念物,名勝,,,,19790625,,,,
新宿区,霞ヶ丘町,-,東京都新宿区霞ヶ丘町1番1号,35.678655,139.7176425,聖徳記念絵画館,,国宝・重要文化財(建造物),重要文化財,近代／文化施設,,大正,20110620,,,,
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671383,139.7486475,木造釈迦如来立像,,国宝・重要文化財(美術品),重要文化財,彫刻,日本,鎌倉,19380826,,文化庁,国（文化庁）,
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671383,139.7486475,乾漆伎楽面,,国宝・重要文化財(美術品),重要文化財,彫刻,,奈良時代,20150904,,文化庁,国（文化庁）,
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671383,139.7486475,新撰和歌髄脳,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,20160817,,国（文化庁保管）,国（文化庁保管）,
千代田区,霞が関３丁目,虎ノ門広域,東京都千代田区霞が関3-2-2,35.671383,139.7486475,旧文部省庁舎,,登録有形文化財(建造物),官公庁舎,建築物,,昭和前,20071002,,,文部科学省,
千代田区,霞が関１丁目,虎ノ門広域,東京都千代田区霞が関一丁目1番1号,35.676063,139.7547855,法務省旧本館,,国宝・重要文化財(建造物),重要文化財,近代／官公庁舎,,明治,19941227,,,国（法務省）,
新宿区,下落合２丁目,-,東京都新宿区下落合2-416-3他,35.71759801,139.7026786,日本バプテストキリスト教目白ヶ丘教会礼拝堂,,登録有形文化財(建造物),宗教,建築物,,昭和中,20111028,,,宗教法人日本バプテストキリスト教目白ヶ丘教会,
新宿区,横寺町,-,東京都新宿区横寺町31-11,35.702928,139.735206,鈴木家住宅主屋,,登録有形文化財(建造物),住宅,建築物,,昭和前,20110725,,,,
新宿区,横寺町,-,東京都新宿区横寺町31-13,35.702928,139.735206,一水寮,,登録有形文化財(建造物),住宅,建築物,,昭和中,20130329,,,森永商事株式会社,
渋谷区,猿楽町,-,東京都渋谷区猿楽町29番地,35.647911,139.700331,旧朝倉家住宅,土蔵,国宝・重要文化財(建造物),重要文化財,近代／住居,,大正,20041210,,,国（文部科学省）,渋谷区
渋谷区,猿楽町,-,東京都渋谷区猿楽町29番地,35.647911,139.700331,旧朝倉家住宅,主屋,国宝・重要文化財(建造物),重要文化財,近代／住居,,大正,20041210,,,国（文部科学省）,渋谷区
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.678385,139.744224,小野蘭山関係資料,,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸時代,20150904,,国立国会図書館,国,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.678385,139.744224,弘安礼節,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,20140821,,国立国会図書館,国（国会図書館保管）,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.678385,139.744224,釈氏往来,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,20120906,,国立国会図書館,国立国会図書館,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.67838899,139.744156,宋版姓解,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19560628,,国立国会図書館,国（国立国会図書館）,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.67838899,139.744156,対馬宗家倭館関係資料,,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,20070608,,国立国会図書館,国（国立国会図書館）,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.67838899,139.744156,天台山記,,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19550622,,国立国会図書館,国（国立国会図書館）,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.67838899,139.744156,満済准后日記〈自筆本／〉,,国宝・重要文化財(美術品),重要文化財,古文書,日本,室町,19560628,,国立国会図書館,国（国立国会図書館）,
千代田区,永田町１丁目,赤坂,東京都千代田区永田町1-10-1,35.67838899,139.744156,銘尽〈（観智院本）／〉,,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19680425,,国立国会図書館,国（国立国会図書館）,
