指標名,薬局,,,,,,
出典,病院なび,,,,,,
年次,2022/1/18取得,,,,,,
URL,https://byoinnavi.jp/,,,,,,
備考,"（2020年度：1,315件、2021年度：1,321件）",,,,,,
江東区,住吉２丁目,-,東京都江東区住吉2-10-13,35.68906,139.81374,漢方けづか薬局,https://byoinnavi.jp/pharm/204204
江東区,豊洲４丁目,-,東京都江東区豊洲4-1-21,35.65419,139.79740,クオール薬局豊洲駅前店,https://byoinnavi.jp/pharm/204199
江東区,住吉２丁目,-,東京都江東区住吉2-12-8,35.68964,139.81444,サカエ薬品,https://byoinnavi.jp/pharm/204205
江東区,豊洲３丁目,-,東京都江東区豊洲3-5-21,35.65840,139.79590,ナチュラルローソンクオール薬局豊洲3丁目店,https://byoinnavi.jp/pharm/204198
江東区,豊洲４丁目,-,東京都江東区豊洲4-4-28,35.65372,139.79783,江東区薬剤師会豊洲薬局南店,https://byoinnavi.jp/pharm/204200
江東区,住吉２丁目,-,東京都江東区住吉2-7-13,35.68844,139.81538,くすりの福太郎 住吉店,https://byoinnavi.jp/pharm/204207
江東区,豊洲２丁目,-,東京都江東区豊洲2-5-3,35.65840,139.79211,タカラ薬局豊洲,https://byoinnavi.jp/pharm/204197
江東区,扇橋２丁目,-,東京都江東区扇橋2-17-3,35.68412,139.81630,ベイ薬局扇橋店,https://byoinnavi.jp/pharm/204194
江東区,豊洲２丁目,-,東京都江東区豊洲2-1-14,35.65592,139.79413,ハックドラッグららぽーと豊洲店,https://byoinnavi.jp/pharm/204196
江東区,千田,-,東京都江東区千田6-14,35.68111,139.81574,ヒロ薬局,https://byoinnavi.jp/pharm/204191
江東区,木場５丁目,-,東京都江東区木場5-8-8,35.67120,139.80829,木場サンテ薬局,https://byoinnavi.jp/pharm/204186
江東区,大島９丁目,-,東京都江東区大島9-5-1,35.69242,139.84431,平田薬局東大島店,https://byoinnavi.jp/pharm/204184
江東区,木場６丁目,-,東京都江東区木場6-13-12,35.66838,139.80709,杏林堂薬局木場店,https://byoinnavi.jp/pharm/204187
江東区,扇橋２丁目,-,東京都江東区扇橋2-1-7,35.68278,139.81447,扇橋薬局,https://byoinnavi.jp/pharm/204193
江東区,大島９丁目,-,東京都江東区大島9-4-1-108,35.69115,139.84459,アヅマ薬局,https://byoinnavi.jp/pharm/204183
江東区,猿江２丁目,-,東京都江東区猿江2-5-4,35.68649,139.81414,サルエ薬局,https://byoinnavi.jp/pharm/204190
江東区,猿江１丁目,-,東京都江東区猿江1-18-18,35.68658,139.81121,クスリのナカモト,https://byoinnavi.jp/pharm/204189
江東区,常盤２丁目,-,東京都江東区常盤2-12-7,35.68522,139.79789,高橋薬局,https://byoinnavi.jp/pharm/204188
江東区,木場５丁目,-,東京都江東区木場5-4-10,35.66960,139.80702,ランド薬局,https://byoinnavi.jp/pharm/204185
江東区,千田,-,東京都江東区千田7-9,35.68164,139.81531,タイガー薬局,https://byoinnavi.jp/pharm/204192
江東区,大島９丁目,-,東京都江東区大島9-4-1,35.69115,139.84459,くすりの福太郎 東大島2号店,https://byoinnavi.jp/pharm/204182
江東区,大島９丁目,-,東京都江東区大島9-3-16,35.69043,139.84605,あかね薬局,https://byoinnavi.jp/pharm/204181
江東区,大島７丁目,-,東京都江東区大島7-7-1,35.69115,139.83772,ドラッグストア・スマイル大島店,https://byoinnavi.jp/pharm/204178
江東区,大島６丁目,-,東京都江東区大島6-8-2,35.68997,139.83404,くすりの福太郎大島店,https://byoinnavi.jp/pharm/204171
江東区,大島５丁目,-,東京都江東区大島5-4-8,35.68794,139.83307,(有)第一薬局,https://byoinnavi.jp/pharm/204168
江東区,大島７丁目,-,東京都江東区大島7-11-1,35.69237,139.83762,斉藤薬局,https://byoinnavi.jp/pharm/204175
江東区,大島５丁目,-,東京都江東区大島5-47-9,35.68981,139.83781,くすりの福太郎大島5丁目店,https://byoinnavi.jp/pharm/204169
江東区,大島３丁目,-,東京都江東区大島3-32-11,35.68970,139.83160,どらっぐぱぱす 大島店,https://byoinnavi.jp/pharm/204163
江東区,大島２丁目,-,東京都江東区大島2-38-15,35.69048,139.82585,くすりの福太郎 西大島店,https://byoinnavi.jp/pharm/204161
江東区,大島７丁目,-,東京都江東区大島7-36-4,35.69266,139.84213,平田調剤薬局,https://byoinnavi.jp/pharm/204176
江東区,大島４丁目,-,東京都江東区大島4-5-14,35.68910,139.82814,スギ薬局大島店,https://byoinnavi.jp/pharm/204165
江東区,大島６丁目,-,東京都江東区大島6-8-3,35.69004,139.83401,大島調剤薬局,https://byoinnavi.jp/pharm/204172
江東区,大島２丁目,-,東京都江東区大島2-37-9,35.69138,139.82601,大島薬局,https://byoinnavi.jp/pharm/204160
江東区,大島７丁目,-,東京都江東区大島7-39-27,35.69100,139.84401,くすりの福太郎 東大島店,https://byoinnavi.jp/pharm/204177
江東区,大島３丁目,-,東京都江東区大島3-14-12,35.68958,139.82855,(有)三一薬局,https://byoinnavi.jp/pharm/204162
江東区,大島５丁目,-,東京都江東区大島5-10-10,35.68931,139.83411,光画房薬局,https://byoinnavi.jp/pharm/204166
江東区,大島２丁目,-,東京都江東区大島2-34-9,35.69231,139.82584,スマイル調剤薬局,https://byoinnavi.jp/pharm/204158
江東区,大島１丁目,-,東京都江東区大島1-33-12,35.68890,139.82620,ミキ薬局西大島店,https://byoinnavi.jp/pharm/204154
江東区,北砂６丁目,-,東京都江東区北砂6-27-18,35.68065,139.83838,メディトピア江東薬局,https://byoinnavi.jp/pharm/204151
江東区,大島１丁目,-,東京都江東区大島1-29-5,35.68905,139.82437,林薬局,https://byoinnavi.jp/pharm/204153
江東区,大島１丁目,-,東京都江東区大島1-9-8,35.68897,139.82352,(株)フォーラル,https://byoinnavi.jp/pharm/204157
江東区,大島１丁目,-,東京都江東区大島1-1-5,35.68583,139.82137,フロンティア薬局大島店,https://byoinnavi.jp/pharm/204152
江東区,北砂５丁目,-,東京都江東区北砂5-15-6,35.68131,139.83470,仁生堂薬局本店,https://byoinnavi.jp/pharm/204148
江東区,北砂３丁目,-,東京都江東区北砂3-35-21,35.67966,139.82971,柳屋薬局,https://byoinnavi.jp/pharm/204143
江東区,北砂２丁目,-,東京都江東区北砂2-6-6,35.67933,139.82727,ニスモ薬局,https://byoinnavi.jp/pharm/204140
江東区,北砂５丁目,-,東京都江東区北砂5-1-6,35.68053,139.83143,仁生堂薬局総合店,https://byoinnavi.jp/pharm/204147
江東区,北砂６丁目,-,東京都江東区北砂6-20-19,35.68427,139.83857,クスリのシンワ,https://byoinnavi.jp/pharm/204150
江東区,北砂３丁目,-,東京都江東区北砂3-2-25,35.68161,139.82807,みつばち薬局,https://byoinnavi.jp/pharm/204142
江東区,北砂４丁目,-,東京都江東区北砂4-18-12,35.67938,139.83086,サンドラッグ砂町銀座店,https://byoinnavi.jp/pharm/204144
江東区,北砂２丁目,-,東京都江東区北砂2-14-17,35.68179,139.82725,アポス石田薬局,https://byoinnavi.jp/pharm/204139
江東区,北砂２丁目,-,東京都江東区北砂2-1-20,35.67912,139.82720,外山薬局,https://byoinnavi.jp/pharm/204138
品川区,東五反田４丁目,-,東京都品川区東五反田4-11-6 クレスト五反田ビル1F,35.63025,139.72599,博芳堂薬局,https://byoinnavi.jp/pharm/206401
品川区,中延５丁目,-,東京都品川区中延5-14-25,35.60202,139.70902,荏原町クリーン薬局,https://byoinnavi.jp/pharm/269910
品川区,西中延２丁目,-,東京都品川区西中延2-15-23土屋ビル1F,35.60908,139.70532,株式会社ファーマみらい ヒロ薬局 旗の台店,https://byoinnavi.jp/pharm/252954
品川区,東大井６丁目,-,東京都品川区東大井6-2-12ヴィラトーコー1F,35.60388,139.73518,株式会社ファーマみらい 大井町ロイヤル薬局,https://byoinnavi.jp/pharm/206385
品川区,旗の台２丁目,-,東京都品川区旗の台2-9-19,35.60584,139.70362,中島薬局,https://byoinnavi.jp/pharm/206462
品川区,大井５丁目,-,東京都品川区大井5-7-1,35.60005,139.73020,株式会社ファーマみらい 共創未来 大井5丁目薬局,https://byoinnavi.jp/pharm/259367
品川区,東品川４丁目,-,東京都品川区東品川4-12-6 品川ｼ-ｻｲﾄﾞﾌｫﾚｽﾄ 日立ｿﾌﾄﾀﾜ-B 1階,35.61017,139.74892,トモズ 品川シーサイドフォレスト店,https://byoinnavi.jp/pharm/206409
品川区,旗の台５丁目,-,東京都品川区旗の台5-5-2,35.60458,139.70173,よしみ薬局,https://byoinnavi.jp/pharm/206467
品川区,東中延２丁目,-,東京都品川区東中延2-7-16,35.60726,139.71238,トモズ 中延店,https://byoinnavi.jp/pharm/206319
品川区,大崎１丁目,-,東京都品川区大崎1-11-1 ｹﾞ-ﾄｼﾃｨ大崎ｳｴｽﾄﾀﾜ- 1階,35.61923,139.73052,トモズ ゲートシティ大崎店,https://byoinnavi.jp/pharm/254556
品川区,東品川２丁目,-,東京都品川区東品川2-3-10 天王洲ｼ-ﾌｫ-ﾄｽｸｴｱ 1階,35.62420,139.75103,トモズ 天王洲アイル店,https://byoinnavi.jp/pharm/206407
品川区,小山３丁目,-,東京都品川区小山3-14-1,35.62074,139.70520,南山堂薬局 武蔵小山駅前店,https://byoinnavi.jp/pharm/280308
品川区,西五反田１丁目,-,東京都品川区西五反田1-4-8,35.62531,139.72318,ポッポ堂薬局 五反田店,https://byoinnavi.jp/pharm/277720
品川区,西五反田７丁目,-,東京都品川区西五反田7-22-17,35.62191,139.71932,こぐま薬局 テーオーシービル店,https://byoinnavi.jp/pharm/276476
品川区,小山３丁目,-,東京都品川区小山3-1-2,35.62017,139.70271,ファーブ薬局 武蔵小山店,https://byoinnavi.jp/pharm/278905
品川区,西中延２丁目,-,東京都品川区西中延2-9-4,35.60995,139.70910,森薬局 西中延店,https://byoinnavi.jp/pharm/275872
品川区,上大崎３丁目,-,東京都品川区上大崎3-1-1,35.63324,139.71595,葵薬局目黒駅前店,https://byoinnavi.jp/pharm/206268
品川区,中延４丁目,-,東京都品川区中延4-5-10,35.60530,139.71294,薬局ユニファー,https://byoinnavi.jp/pharm/275873
品川区,戸越５丁目,-,東京都品川区戸越5-18-7-1F,35.60917,139.71789,公園通り薬局駅前店,https://byoinnavi.jp/pharm/206335
品川区,戸越５丁目,-,東京都品川区戸越5-6-5アミューズ1F101,35.61034,139.71847,公園通り薬局,https://byoinnavi.jp/pharm/206339
品川区,旗の台４丁目,-,東京都品川区旗の台4-3-6-1F,35.60395,139.70603,荏原町調剤薬局,https://byoinnavi.jp/pharm/275702
品川区,西五反田２丁目,-,東京都品川区西五反田2-9-7,35.62700,139.72118,五反田調剤薬局,https://byoinnavi.jp/pharm/206434
品川区,西中延２丁目,-,東京都品川区西中延2-5-5-102,35.61103,139.70786,中延調剤薬局,https://byoinnavi.jp/pharm/206427
品川区,小山４丁目,-,東京都品川区小山4-4-19-1F,35.61879,139.70334,小山調剤薬局,https://byoinnavi.jp/pharm/259754
品川区,戸越５丁目,-,東京都品川区戸越5-8-3 ハイストーンヴィラ1F,35.61006,139.71974,ひすい調剤薬局,https://byoinnavi.jp/pharm/206341
品川区,上大崎２丁目,-,東京都品川区上大崎2-15-14,35.63402,139.71687,高木薬局,https://byoinnavi.jp/pharm/206265
品川区,南大井６丁目,-,東京都品川区南大井6-26-2 大森ベルポートB館1F,35.58788,139.73130,ぱぱす薬局大森ベルポート店,https://byoinnavi.jp/pharm/258069
品川区,南大井６丁目,-,東京都品川区南大井六丁目28-12,35.58845,139.72964,株式会社レンティック中部 とまりぎ薬局,https://byoinnavi.jp/pharm/274273
品川区,東大井５丁目,-,東京都品川区東大井5-14-15,35.60630,139.73647,エール薬局 大井町店,https://byoinnavi.jp/pharm/272229
品川区,旗の台５丁目,-,東京都品川区旗の台5-3-6-102,35.60479,139.70078,加藤薬局 旗の台店,https://byoinnavi.jp/pharm/274656
品川区,旗の台４丁目,-,東京都品川区旗の台4-1-7,35.60435,139.70424,旗の台フレンド薬局,https://byoinnavi.jp/pharm/280284
品川区,旗の台４丁目,-,東京都品川区旗の台4-7-4,35.60398,139.70430,いこいの薬局旗の台店,https://byoinnavi.jp/pharm/272198
品川区,戸越４丁目,-,東京都品川区戸越4丁目8番7号,35.61107,139.71874,戸越薬局 戸越店,https://byoinnavi.jp/pharm/206334
品川区,東大井３丁目,-,東京都品川区東大井3-2-25,35.60428,139.73732,薬局ホームケアファーマシー東大井店,https://byoinnavi.jp/pharm/206379
品川区,北品川５丁目,-,東京都品川区北品川5-4-1,35.62187,139.73172,たんぽぽ薬局大崎店,https://byoinnavi.jp/pharm/260090
品川区,大井１丁目,-,東京都品川区大井1-24-5,35.60586,139.73268,エール薬局 大井1丁目店,https://byoinnavi.jp/pharm/269897
品川区,小山６丁目,-,東京都品川区小山6-7-6,35.61452,139.69996,西小山薬局,https://byoinnavi.jp/pharm/206287
品川区,旗の台２丁目,-,東京都品川区旗の台2丁目1番1号,35.60883,139.70506,天龍薬局 旗の台店,https://byoinnavi.jp/pharm/206459
品川区,小山６丁目,-,東京都品川区小山六丁目6番2号,35.61459,139.69942,藤本薬局,https://byoinnavi.jp/pharm/266183
品川区,西大井１丁目,-,東京都品川区西大井1-4-25,35.60205,139.72233,アイセイ薬局 西大井店,https://byoinnavi.jp/pharm/264695
品川区,旗の台５丁目,-,東京都品川区旗の台5-17-19,35.60376,139.69882,リブラ薬局 旗の台店,https://byoinnavi.jp/pharm/267703
品川区,豊町５丁目,-,東京都品川区豊町5-1-14,35.60627,139.71820,木の葉薬局,https://byoinnavi.jp/pharm/260649
品川区,東五反田１丁目,-,東京都品川区東五反田1-23-8,35.62637,139.72709,コスモス薬局五反田店,https://byoinnavi.jp/pharm/206395
品川区,東大井６丁目,-,東京都品川区東大井6-4-3,35.60403,139.73549,日生薬局大井町店,https://byoinnavi.jp/pharm/206388
品川区,東五反田３丁目,-,東京都品川区東五反田3-15-15,35.62565,139.72970,光薬局,https://byoinnavi.jp/pharm/206397
品川区,東五反田１丁目,-,東京都品川区東五反田1-12-13,35.62712,139.72483,親切堂薬局,https://byoinnavi.jp/pharm/206392
品川区,東五反田１丁目,-,東京都品川区東五反田1-26-2,35.62625,139.72361,メディプラスマツキヨ都営五反田店,https://byoinnavi.jp/pharm/206396
品川区,東五反田４丁目,-,東京都品川区東五反田4-11-12,35.62994,139.72556,池田山薬局,https://byoinnavi.jp/pharm/206400
品川区,東五反田５丁目,-,東京都品川区東五反田5-27-5,35.62706,139.72357,ケイポート 五反田駅前店,https://byoinnavi.jp/pharm/206404
品川区,東五反田５丁目,-,東京都品川区東五反田5-27-3,35.62718,139.72374,日生薬局五反田駅前店,https://byoinnavi.jp/pharm/206403
品川区,東五反田３丁目,-,東京都品川区東五反田3-20-16,35.62546,139.73001,サクラドラッグ五反田店,https://byoinnavi.jp/pharm/206398
品川区,東中延２丁目,-,東京都品川区東中延2-6-1,35.60844,139.71225,サラダ薬局東なかのぶ支店,https://byoinnavi.jp/pharm/206391
品川区,東大井６丁目,-,東京都品川区東大井6-2-20,35.60432,139.73517,東大井調剤薬局,https://byoinnavi.jp/pharm/206387
品川区,東五反田４丁目,-,東京都品川区東五反田4-11-10,35.62999,139.72587,さくら薬局東五反田店,https://byoinnavi.jp/pharm/206399
品川区,東五反田１丁目,-,東京都品川区東五反田1-22-6,35.62585,139.72702,ケイポート 五反田八ツ山通り店,https://byoinnavi.jp/pharm/206394
品川区,東五反田１丁目,-,東京都品川区東五反田1-21-10,35.62590,139.72619,ヒノミドラッグ 東五反田店,https://byoinnavi.jp/pharm/206393
品川区,東五反田４丁目,-,東京都品川区東五反田4-8-20,35.63036,139.72635,日生薬局五反田店,https://byoinnavi.jp/pharm/206402
品川区,上大崎３丁目,-,東京都品川区上大崎3-3-5,35.63407,139.71836,目黒調剤薬局,https://byoinnavi.jp/pharm/206269
品川区,小山６丁目,-,東京都品川区小山6-3-9,35.61559,139.69892,あけぼの薬局西小山店,https://byoinnavi.jp/pharm/206282
品川区,小山３丁目,-,東京都品川区小山3-21-14,35.61923,139.70495,ドラッグフタバ武蔵小山駅前店,https://byoinnavi.jp/pharm/206274
品川区,上大崎２丁目,-,東京都品川区上大崎2-16-9,35.63411,139.71576,スズハル堂薬店,https://byoinnavi.jp/pharm/206266
品川区,上大崎２丁目,-,東京都品川区上大崎2-12-2,35.63494,139.71654,ゆりの木薬局目黒店,https://byoinnavi.jp/pharm/206263
品川区,小山３丁目,-,東京都品川区小山3-26-1,35.61979,139.70395,明倫堂薬局,https://byoinnavi.jp/pharm/206277
品川区,小山３丁目,-,東京都品川区小山3-1-2,35.62017,139.70271,武蔵小山薬局,https://byoinnavi.jp/pharm/206272
品川区,小山３丁目,-,東京都品川区小山3-8-4,35.62032,139.70765,スギ薬局武蔵小山店,https://byoinnavi.jp/pharm/206278
品川区,上大崎２丁目,-,東京都品川区上大崎2-26-5,35.63419,139.71472,薬ヒグチ目黒駅前店,https://byoinnavi.jp/pharm/206267
品川区,小山３丁目,-,東京都品川区小山3-24-4,35.61901,139.70485,コクミンドラッグ武蔵小山店,https://byoinnavi.jp/pharm/206276
品川区,上大崎２丁目,-,東京都品川区上大崎2-13-32,35.63448,139.71791,(株)一本堂 目黒店,https://byoinnavi.jp/pharm/206264
品川区,小山４丁目,-,東京都品川区小山4-2-2,35.61952,139.70292,つかさ薬局,https://byoinnavi.jp/pharm/206279
品川区,西大井５丁目,-,東京都品川区西大井5-5-3,35.59957,139.71575,薬局ケイファーマシー,https://byoinnavi.jp/pharm/206423
品川区,荏原３丁目,-,東京都品川区荏原3-6-16-102,35.61662,139.70752,爽快調剤薬局荏原,https://byoinnavi.jp/pharm/252977
品川区,東中延２丁目,-,東京都品川区東中延2-10-13,35.60628,139.71249,成光堂薬局,https://byoinnavi.jp/pharm/206390
品川区,大井１丁目,-,東京都品川区大井1-52-8オキナビル101,35.60494,139.73381,あさひ薬局大井町店,https://byoinnavi.jp/pharm/206304
品川区,二葉３丁目,-,東京都品川区二葉3-13-9,35.60288,139.72078,西大井薬局,https://byoinnavi.jp/pharm/252828
品川区,荏原７丁目,-,東京都品川区荏原7-11-14,35.61098,139.70146,康樹堂薬局旗ノ台店,https://byoinnavi.jp/pharm/206357
品川区,大井１丁目,-,東京都品川区大井1-42-12,35.60422,139.73208,サン調剤薬局,https://byoinnavi.jp/pharm/252858
品川区,二葉４丁目,-,東京都品川区二葉4-14-10,35.60237,139.71816,ふたば薬局,https://byoinnavi.jp/pharm/206449
品川区,小山３丁目,-,東京都品川区小山3-23-21横山ビル1F,35.61878,139.70498,土屋薬局武蔵小山,https://byoinnavi.jp/pharm/206275
品川区,旗の台１丁目,-,東京都品川区旗の台1丁目3番22号,35.60786,139.70429,天龍調剤薬局,https://byoinnavi.jp/pharm/206454
品川区,小山２丁目,-,東京都品川区小山2-9-15,35.62053,139.70939,あおい薬局小山店,https://byoinnavi.jp/pharm/206271
品川区,北品川３丁目,-,東京都品川区北品川3-3-8三徳ビル1F,35.62125,139.73915,ゆりかもめ薬局,https://byoinnavi.jp/pharm/206294
品川区,荏原３丁目,-,東京都品川区荏原3-3-12,35.61787,139.70708,土屋薬局小山,https://byoinnavi.jp/pharm/206351
品川区,旗の台１丁目,-,東京都品川区旗の台一丁目6番16号,35.60917,139.70396,天龍薬局,https://byoinnavi.jp/pharm/206458
品川区,旗の台１丁目,-,東京都品川区旗の台1-3-17,35.60863,139.70432,かもめ薬局旗の台店,https://byoinnavi.jp/pharm/252936
品川区,小山３丁目,-,東京都品川区小山3-2-1,35.62055,139.70260,小山薬局,https://byoinnavi.jp/pharm/206273
品川区,南大井６丁目,-,東京都品川区南大井6-21-3三恵大森ハイツ1F,35.58976,139.73219,ペンギン薬局,https://byoinnavi.jp/pharm/206365
品川区,八潮５丁目,-,東京都品川区八潮5-5-3,35.59994,139.75007,サンドラッグ八潮店,https://byoinnavi.jp/pharm/206376
品川区,東大井６丁目,-,東京都品川区東大井6-2-13,35.60372,139.73516,コトブキ調剤薬局品川店,https://byoinnavi.jp/pharm/206386
品川区,八潮５丁目,-,東京都品川区八潮5-6,35.59734,139.74955,八潮調剤薬局,https://byoinnavi.jp/pharm/206377
品川区,南品川３丁目,-,東京都品川区南品川3-5-8,35.61043,139.74388,(有)青横ファーマシー,https://byoinnavi.jp/pharm/206371
品川区,東大井５丁目,-,東京都品川区東大井5-14-7,35.60636,139.73704,金太郎薬局大井町店,https://byoinnavi.jp/pharm/206383
品川区,南品川２丁目,-,東京都品川区南品川2-17-27,35.61152,139.74431,ツルハドラッグ 品川店,https://byoinnavi.jp/pharm/206368
品川区,東大井５丁目,-,東京都品川区東大井5-2-3,35.60815,139.73567,クリエイトS・D品川大井町店,https://byoinnavi.jp/pharm/206384
品川区,南品川３丁目,-,東京都品川区南品川3-6-8,35.61029,139.74462,ツルハドラッグ南品川店,https://byoinnavi.jp/pharm/206372
品川区,南品川６丁目,-,東京都品川区南品川6-15-5,35.61038,139.73869,ユニバーサルドラッグ大井町店,https://byoinnavi.jp/pharm/206374
品川区,東大井５丁目,-,東京都品川区東大井5-1-18,35.60840,139.73566,(株)ドラックフジ,https://byoinnavi.jp/pharm/206380
品川区,南品川３丁目,-,東京都品川区南品川3-4-15,35.60774,139.74386,カンガルー薬局,https://byoinnavi.jp/pharm/206370
品川区,南品川２丁目,-,東京都品川区南品川2-17-24,35.61104,139.74428,ケイポート青物横丁店,https://byoinnavi.jp/pharm/206367
品川区,東大井５丁目,-,東京都品川区東大井5-11-5,35.60682,139.73848,エビスヤ薬局,https://byoinnavi.jp/pharm/206381
品川区,南品川２丁目,-,東京都品川区南品川2-8-22,35.61212,139.74405,ホゼン薬局,https://byoinnavi.jp/pharm/206369
品川区,東大井５丁目,-,東京都品川区東大井5-13-3,35.60701,139.73714,青横ファーマシー薬局大井町店,https://byoinnavi.jp/pharm/206382
品川区,南大井６丁目,-,東京都品川区南大井6-20-9,35.58988,139.73280,さくら薬局大森店,https://byoinnavi.jp/pharm/206363
品川区,南大井３丁目,-,東京都品川区南大井3-16-7,35.58996,139.73430,すこやか薬局,https://byoinnavi.jp/pharm/206360
品川区,南大井６丁目,-,東京都品川区南大井6-21-15,35.58966,139.73198,南大井薬局,https://byoinnavi.jp/pharm/206364
品川区,南大井３丁目,-,東京都品川区南大井3-12-1,35.59105,139.73360,キクヤ薬品,https://byoinnavi.jp/pharm/206359
品川区,南品川１丁目,-,東京都品川区南品川1-8-13,35.61482,139.74383,イワタ薬局,https://byoinnavi.jp/pharm/206366
品川区,南大井４丁目,-,東京都品川区南大井4-15-12,35.59411,139.73587,谷口薬品,https://byoinnavi.jp/pharm/206361
品川区,荏原３丁目,-,東京都品川区荏原3-6-2,35.61642,139.70763,マツモトキヨシ武蔵小山Part2店,https://byoinnavi.jp/pharm/206354
品川区,荏原４丁目,-,東京都品川区荏原4-6-16,35.61446,139.70689,つばさ薬局,https://byoinnavi.jp/pharm/206356
品川区,南大井２丁目,-,東京都品川区南大井2-12-1,35.58810,139.73651,平和薬局本店,https://byoinnavi.jp/pharm/206358
品川区,荏原２丁目,-,東京都品川区荏原2-10-12,35.61725,139.71062,土屋薬局荏原,https://byoinnavi.jp/pharm/206349
品川区,荏原３丁目,-,東京都品川区荏原3-5-15,35.61675,139.70819,サンドラッグ 武蔵小山店,https://byoinnavi.jp/pharm/206353
品川区,西五反田３丁目,-,東京都品川区西五反田3-6-6,35.62812,139.71696,薬局しなやく,https://byoinnavi.jp/pharm/206435
品川区,平塚１丁目,-,東京都品川区平塚1-9-1,35.61551,139.71492,川崎薬局,https://byoinnavi.jp/pharm/206413
品川区,荏原２丁目,-,東京都品川区荏原2-3-4,35.61750,139.71274,すずらん薬局戸越店,https://byoinnavi.jp/pharm/206350
品川区,戸越３丁目,-,東京都品川区戸越3-7-7,35.61263,139.71729,リボン薬局,https://byoinnavi.jp/pharm/206333
品川区,豊町４丁目,-,東京都品川区豊町4-3-20,35.60682,139.71978,ゆたか調剤薬局,https://byoinnavi.jp/pharm/206346
品川区,東中延１丁目,-,東京都品川区東中延1-1-3メゾンあさひ,35.61238,139.71342,戸越薬局,https://byoinnavi.jp/pharm/206389
品川区,北品川３丁目,-,東京都品川区北品川3-3-5日本綜合地所御殿山ビル1F,35.62162,139.73888,アゼリア薬局,https://byoinnavi.jp/pharm/206293
品川区,豊町１丁目,-,東京都品川区豊町1-4-13,35.61427,139.72276,サラダ薬局,https://byoinnavi.jp/pharm/206345
品川区,豊町６丁目,-,東京都品川区豊町6-6-6,35.60609,139.71650,サラダ薬局豊町支店,https://byoinnavi.jp/pharm/206348
品川区,八潮５丁目,-,東京都品川区八潮5-12-68-102,35.60274,139.75313,ポッポ堂薬局八潮店,https://byoinnavi.jp/pharm/206375
品川区,小山５丁目,-,東京都品川区小山5-7-8,35.61650,139.70235,桑原薬局,https://byoinnavi.jp/pharm/206280
品川区,荏原３丁目,-,東京都品川区荏原3-3-15,35.61765,139.70699,クスリのカツマタ 武蔵小山店,https://byoinnavi.jp/pharm/206352
品川区,南品川５丁目,-,東京都品川区南品川5-8-34協栄ハイツ第2,35.61106,139.74046,なかむら薬局,https://byoinnavi.jp/pharm/206373
品川区,旗の台４丁目,-,東京都品川区旗の台4-3-7,35.60402,139.70621,高山薬局,https://byoinnavi.jp/pharm/206464
品川区,戸越６丁目,-,東京都品川区戸越6-6-2,35.60874,139.71706,ハーモニー薬局,https://byoinnavi.jp/pharm/206343
品川区,戸越６丁目,-,東京都品川区戸越6-8-21,35.60758,139.71786,SAKURAドラッグ戸越公園店,https://byoinnavi.jp/pharm/206344
品川区,中延６丁目,-,東京都品川区中延6-9-16,35.60086,139.71206,済生堂薬局,https://byoinnavi.jp/pharm/206329
品川区,戸越５丁目,-,東京都品川区戸越5-6-6,35.61029,139.71845,セイジョー薬局戸越公園店,https://byoinnavi.jp/pharm/206340
品川区,戸越５丁目,-,東京都品川区戸越5-19-13,35.60858,139.71794,日本調剤戸越公園薬局,https://byoinnavi.jp/pharm/206337
品川区,戸越５丁目,-,東京都品川区戸越5-18-8,35.60903,139.71785,Bケアセイジョー戸越公園駅前,https://byoinnavi.jp/pharm/206336
品川区,中延６丁目,-,東京都品川区中延6-1-21,35.60320,139.71023,かもめ薬局,https://byoinnavi.jp/pharm/206328
品川区,中延５丁目,-,東京都品川区中延5-6-4,35.60323,139.70879,アサヒ薬局,https://byoinnavi.jp/pharm/206326
品川区,戸越１丁目,-,東京都品川区戸越1-19-14,35.61472,139.72063,サンドラッグ戸越銀座店,https://byoinnavi.jp/pharm/206331
品川区,戸越１丁目,-,東京都品川区戸越1-1-9,35.61776,139.71818,サラダ薬局戸越支店,https://byoinnavi.jp/pharm/206330
品川区,戸越１丁目,-,東京都品川区戸越1-19-15,35.61490,139.72045,ドラッグストア・スマイル戸越銀座店,https://byoinnavi.jp/pharm/206332
品川区,戸越６丁目,-,東京都品川区戸越6-19-12,35.60673,139.71806,ヒノミドラッグ 戸越南口店,https://byoinnavi.jp/pharm/206342
品川区,戸越５丁目,-,東京都品川区戸越5-6-11,35.60995,139.71809,イトウ薬店,https://byoinnavi.jp/pharm/206338
品川区,中延５丁目,-,東京都品川区中延5-2-2,35.60378,139.70810,田辺薬局荏原町駅前店,https://byoinnavi.jp/pharm/206325
品川区,中延５丁目,-,東京都品川区中延5-2-1,35.60377,139.70791,ツルハドラッグ荏原町駅前店,https://byoinnavi.jp/pharm/206324
品川区,旗の台２丁目,-,東京都品川区旗の台2-13-16,35.60560,139.70367,(有)ほしも,https://byoinnavi.jp/pharm/206461
品川区,勝島１丁目,-,東京都品川区勝島1-6-16,35.59708,139.74460,ドラッグスギウィラ大井店,https://byoinnavi.jp/pharm/206469
品川区,旗の台４丁目,-,東京都品川区旗の台4-1-10,35.60432,139.70386,のぞみ薬局,https://byoinnavi.jp/pharm/206463
