指標名,文化財,,,,,,,,,,,,,,,,
出典,国指定文化財等データベース,,,,,,,,,,,,,,,,
年次,2022/1/7取得,,,,,,,,,,,,,,,,
URL,https://kunishitei.bunka.go.jp/,,,,,,,,,,,,,,,,
備考,（2019年：482件。2020年：516件、2021年：548件）※所在地の記載のないもの、無形を除く,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
区,町丁,エリア,住所,経度,経度,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,保管施設の名称,所有者名,管理団体又は責任者
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.660720,139.710300,青山学院ベリーホール,-,登録有形文化財(建造物),学校,建築物,-,昭和前,20080418,-,-,学校法人青山学院,-
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷4-22他,35.660290,139.710100,青山学院間島記念館,-,登録有形文化財(建造物),学校,建築物,-,昭和前,20080418,-,-,学校法人青山学院,-
渋谷区,東２丁目,-,東京都渋谷区東2-9-1,35.654330,139.711300,温故学会会館,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20000428,-,-,公益社団法人温故学会,-
渋谷区,東３丁目,-,東京都渋谷区東3-3-3,35.651820,139.712100,渋谷区立広尾小学校,-,登録有形文化財(建造物),学校,建築物,-,昭和前,20000428,-,-,渋谷区,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650480,139.719900,上宮寺鐘楼,-,登録有形文化財(建造物),宗教,その他工作物,-,大正,20171027,-,-,宗教法人上宮寺,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650520,139.720100,上宮寺本堂,-,登録有形文化財(建造物),宗教,建築物,-,大正,20171027,-,-,宗教法人上宮寺,-
渋谷区,広尾５丁目,-,東京都渋谷区広尾五丁目2-2,35.650420,139.720100,上宮寺本堂応接部,-,登録有形文化財(建造物),宗教,建築物,-,大正,20171027,-,-,宗教法人上宮寺,-
渋谷区,渋谷４丁目,-,東京都渋谷区渋谷四丁目107-4,35.659260,139.712800,ミュージアム１９９９（旧千葉常五郎邸）,-,登録有形文化財(建造物),住宅,建築物,-,昭和前,20180510,-,-,ミュージアム一九九九株式会社,-
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.680890,139.689600,代々木能舞台敷舞台及び座敷,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和前,20090807,-,-,-,-
渋谷区,代々木４丁目,-,東京都渋谷区代々木4-36-42,35.680980,139.689600,代々木能舞台舞台・橋掛・鏡の間,-,登録有形文化財(建造物),文化福祉,建築物,-,昭和中,20090807,-,-,-,-
港区,白金台５丁目,-,東京都港区白金台五丁目二六番,35.635670,139.720800,旧朝香宮邸,正門,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台５丁目,-,東京都港区白金台五丁目二六番,35.636360,139.718800,旧朝香宮邸,茶室,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台５丁目,-,東京都港区白金台五丁目二六番,35.636840,139.719300,旧朝香宮邸,本館,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台５丁目,-,東京都港区白金台五丁目二六番,35.637230,139.719300,旧朝香宮邸,倉庫,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,白金台５丁目,-,東京都港区白金台五丁目二六番,35.637240,139.719700,旧朝香宮邸,自動車庫,国宝・重要文化財(建造物),重要文化財,近代／住居,-,昭和,20150708,-,-,東京都,-
港区,三田２丁目,-,東京都港区三田二丁目15番45号,35.648290,139.742200,慶応義塾図書館,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19690312,-,-,学校法人慶応義塾,-
港区,三田２丁目,-,東京都港区三田二丁目15番45号,35.648290,139.742200,慶応義塾三田演説館,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19670615,-,-,学校法人慶応義塾,-
港区,白金台３丁目,-,東京都港区白金台三丁目,35.637290,139.726900,瑞聖寺大雄宝殿,-,国宝・重要文化財(建造物),重要文化財,近世以前／寺院,-,江戸後期,19920810,-,-,瑞聖寺,-
港区,芝公園４丁目,-,東京都港区芝公園四丁目7番35号,35.657240,139.750000,増上寺三解脱門,-,国宝・重要文化財(建造物),重要文化財,近世以前／寺院,-,江戸前期,19150326,-,-,増上寺,-
港区,芝公園４丁目,-,東京都港区芝公園四丁目8番2号,35.656130,139.749800,旧台徳院霊廟惣門,-,国宝・重要文化財(建造物),重要文化財,近世以前／神社,-,江戸前期,19300523,-,-,-,-
港区,元赤坂２丁目,-,東京都港区元赤坂二丁目1番１号,35.680210,139.728700,旧東宮御所（迎賓館赤坂離宮）,旧東宮御所（迎賓館赤坂離宮）,国宝・重要文化財(建造物),国宝,近代／住居,-,明治,20091208,-,-,内閣府,-
港区,赤坂４丁目,赤坂,東京都港区赤坂四丁目10番36号,35.675128,139.733486,武家屋敷門,-,国宝・重要文化財(建造物),重要文化財,近世以前／住宅,-,江戸末期,19470226,-,-,学校法人山脇学園,-
港区,白金台１丁目,-,東京都港区白金台一丁目2番37号,35.636790,139.731100,明治学院インブリー館,-,国宝・重要文化財(建造物),重要文化財,近代／学校,-,明治,19981225,-,-,学校法人明治学院,-
港区,芝公園３丁目,虎ノ門,東京都港区芝公園三丁目3番,35.659150,139.750300,有章院（徳川家継）霊廟二天門,-,国宝・重要文化財(建造物),重要文化財,近世以前／神社,-,江戸中期,19300523,-,-,-,-
港区,三田２丁目,-,東京国立博物館　東京都台東区上野公園13-9,35.649230,139.742800,秋草文壺,-,国宝・重要文化財(美術品),国宝,工芸品,日本,平安,19490218,19530331,東京国立博物館,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,秋野蒔絵手箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,鎌倉,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,蘆屋松梅図真形釜,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,飛鳥井雅経筆懐紙（詠暁紅葉和歌）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,雨漏茶碗,-,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,李朝,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,一山一寧墨蹟（正和丙辰十月下澣）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,井戸茶碗（柴田）,-,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,李朝,19520329,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,色絵花鳥文八角大壺〈伊万里／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19960627,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,色絵五艘船図大平鉢〈伊万里／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19970630,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,色絵山寺図茶壺〈仁清作／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南麻布５丁目,-,東京都立中央図書館　東京都港区南麻布5-7-13,35.652110,139.726400,江戸城造営関係資料（甲良家伝来）,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,19870606,-,東京都立中央図書館　,東京都,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,小倉山蒔絵硯箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19530331,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,三田２丁目,-,慶應義塾図書館　東京都港区三田2-15-45,35.649120,139.743500,解剖存真図（南小柿寧一筆）,-,国宝・重要文化財(美術品),重要文化財,歴史資料,日本,江戸,20030529,-,慶應義塾図書館,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,春日山蒔絵硯箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,堅手茶碗（長崎）,-,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,李朝,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,赤坂８丁目,赤坂,東京都台東区上野公園13-9,35.668950,139.727900,刀〈銘備前国住長船次郎左衛門尉勝光子次郎兵衛尉治光／一期一腰作之佐々木伊予守〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19260419,-,東京国立博物館,乃木神社,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,唐物肩衝茶入〈銘松屋／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,岩偶,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,縄文,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,観世音菩薩受記経,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19311214,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,岩版,-,国宝・重要文化財(美術品),重要文化財,考古資料,日本,縄文,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,観普賢経〈（裝飾経）／〉,-,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,平安,<NULL>,19750612,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,犠首饕餮〓竜文尊〈図形文字一／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19700525,-,財団法人根津美術館,-,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,犠首饕餮〓竜文方罍〈図形文字一／〉,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,殷,19700525,-,財団法人根津美術館,-,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,居涇和尚墨蹟〈弔白雲恵曉偈／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミッドタウンガーデンサイド,35.666450,139.730400,清水・住吉図蒔絵螺鈿西洋双六盤,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,19770611,-,サントリー美術館,-,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,桐竹鳳凰蒔絵文台及硯箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,桃山,19610217,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,金襴手下蕪花生,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,明,19550622,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,月礀文明墨蹟〈拈香語／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19591208,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,月江正印墨蹟〈玉泉字号偈／至正八年仲冬〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,月江正印墨蹟〈与楚雙峯偈語／至正三年二月十八日〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19710622,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色愛染曼荼羅図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19600609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色愛染明王像,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色愛染明王像,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19600609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色阿弥陀如来像,-,国宝・重要文化財(美術品),重要文化財,絵画,朝鮮,高麗,19720530,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色鶉図,-,国宝・重要文化財(美術品),国宝,絵画,中国,南宋,<NULL>,19531114,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,台東区上野公園１３－９,35.662251,139.717083,絹本著色柿本人麿像〈詫磨栄賀筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19570219,-,東京国立博物館,公益財団法人常盤山文庫,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色春日補陀落山曼荼羅図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,20060609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色春日宮曼荼羅図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,20050609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色華厳五十五所絵,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色五百羅漢図〈伝明兆筆／東福寺伝来〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,南北朝,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色金剛界八十一尊大曼荼羅図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色釈迦如来像,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19840606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色釈迦八相図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19630701,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色夕陽山水図〈馬麟筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19490530,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色善光寺如来縁起絵,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19750612,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色銭塘観潮図,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,南宋,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色大威徳明王像,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19430609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色大日如来像,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19490218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色那智滝図,-,国宝・重要文化財(美術品),国宝,絵画,日本,鎌倉,<NULL>,19510609,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色普賢十羅刹女像,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,平安,19990607,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色仏涅槃図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,南北朝,19590627,-,公益財団法人根津美術館,財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本著色法相宗曼荼羅図,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本墨画古木牧牛図〈毛倫筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,元,19860606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,絹本墨画羅漢図〈／（第五諾矩尊者）〉,-,国宝・重要文化財(美術品),重要文化財,絵画,中国,元,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,高麗青磁蓮華唐草文水瓶,-,国宝・重要文化財(美術品),重要文化財,工芸品,朝鮮,高麗,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,古今集〈藤原為氏筆／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19430609,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,後鳥羽院御抄〈并／〉越部禅尼消息,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,南北朝,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662251,139.717083,金光明最勝王経註釈〈巻第二断筒／（飯室切）〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19360506,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紺紙銀字華厳経巻第〓六〈（二月堂焼経）／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,金銅鉢,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,奈良,19591218,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,根本百一羯磨〈巻第六／〉,-,国宝・重要文化財(美術品),国宝,書跡・典籍,日本,奈良,<NULL>,19510609,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,嵯峨山蒔絵硯箱,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,室町,19531114,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,相良家文書,-,国宝・重要文化財(美術品),重要文化財,古文書,日本,鎌倉～江戸,19770611,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,銹藍金絵絵替皿〈尾形乾山作／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19870606,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,子元祖元墨蹟（弘安三年中夏）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国・日本,南宋～鎌倉,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南麻布５丁目,-,東京都台東区上野公園１３－９,35.652479,139.724183,即休契了墨蹟〈五言古詩／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,元,19560628,-,東京国立博物館,独立行政法人国立文化財機構,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本淡彩山水図〈祥啓筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,紙本著色三十六歌仙切〈（順）／佐竹家伝来〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,鎌倉,19360506,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,紙本著色四季花鳥図〈／六曲屏風〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19840606,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,赤坂９丁目,六本木,東京都港区赤坂９－７－４,35.666656,139.729694,紙本著色酒伝童子絵巻〈狩野元信筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,20150904,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,紙本墨画淡彩山水図〈曽我紹仙筆／〉,-,国宝・重要文化財(美術品),重要文化財,絵画,日本,室町,19590627,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,宗峰妙超墨蹟（元亨壬戌）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉～南北朝,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,虎ノ門２丁目,虎ノ門,東京都港区虎ノ門2-10-3,35.666944,139.743311,寿老図六角皿〈尾形乾山作／尾形光琳画〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,19390527,-,大倉集古館,公益財団法人大倉文化財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,順正理論巻第六残巻,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,平安,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-10-3,35.666944,139.743311,徐公文集（宋刊本）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19490218,-,大倉集古館,公益財団法人大倉文化財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,青磁花瓶,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19420626,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,青磁筒花生〈銘大内筒／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,中国,南宋,19540320,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,石造浮彫十一面観音龕,-,国宝・重要文化財(美術品),重要文化財,彫刻,中国,唐,19360918,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-10-3,35.666944,139.743311,宋版韓集挙正,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19640526,-,大倉集古館,公益財団法人大倉文化財団,-
港区,虎ノ門２丁目,虎ノ門,港区虎ノ門2-10-3,35.666944,139.743311,宋版大唐三蔵取経詩話（高山寺本）,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,中国,南宋,19590627,-,大倉集古館,公益財団法人大倉文化財団,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,双羊尊,-,国宝・重要文化財(美術品),重要文化財,考古資料,中国,西周,19710622,-,財団法人根津美術館,財団法人根津美術館,-
港区,赤坂９丁目,六本木,サントリー美術館　東京都港区赤坂9-7-4東京ミット゛タウンカ゛ーテ゛ンサイト゛,35.666840,139.730700,染付松樹文三脚皿〈鍋島／〉,-,国宝・重要文化財(美術品),重要文化財,工芸品,日本,江戸,20001204,-,サントリー美術館,公益財団法人サントリー芸術財団,-
港区,三田２丁目,-,東京都港区三田2-15-45,35.649230,139.742800,大かうさまくんきのうち〈太田牛一筆／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,江戸,19740608,-,学校法人慶應義塾,学校法人慶應義塾,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,大乗掌珍論〈巻上残巻／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,大乗法界無差別論疏〈成弁筆／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,鎌倉,19610217,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,大唐内典録〈巻第九　第十残巻／〉,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19490530,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,大般若経巻五十七残巻,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19440905,-,公益財団法人根津美術館,公益財団法人根津美術館,-
港区,南青山６丁目,-,東京都港区南青山6-5-1,35.662250,139.717000,大般若経巻第二十三,-,国宝・重要文化財(美術品),重要文化財,書跡・典籍,日本,奈良,19311214,-,公益財団法人根津美術館,公益財団法人根津美術館,-
