指標名,観光地,,,,,Tripadvisorの取得範囲の変更について,,,,,
出典,Tripadvisor,,,,,前回までTripadvisorの全観光スポットを取得していたが、2021年度から観光カテゴリーを,,,,,
年次,2022/1/27 取得,,,,,「名所・有名スポット」に絞って情報を取得している、観光スポット全体の件数が昨年から倍増しており、,,,,,
URL,https://www.tripadvisor.jp/,,,,,個人名で登録された観光ツアーや、バーなど営業状況が不明な登録地が散見されたため。,,,,,
備考,"（2019年度：2,042件、2020年度：2,985件、2021年度：1,925件）",,,,,,,,,,
,,,,,,,,,,,
区,町丁,エリア,住所,緯度,経度,施設名,ジャンル,星,口コミ数,URL,
江東区,北砂２丁目,-,東京都江東区北砂2-1-37,35.677609,139.826631,志演尊空神社,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13917261-Reviews-Shinobusonku_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,冬木,-,東京都江東区冬木22-31,35.675383,139.800123,冬木弁天堂,神社/寺院/教会など,3.5,15件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d8615252-Reviews-Fuyuki_Bentendo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,夢の島１丁目,-,東京都江東区夢ノ島1-1-2,35.64749,139.822643,夢の島競技場,アリーナ・スタジアム,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13017292-Reviews-Yumenoshima_Stadium-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,木場２丁目,-,東京都江東区木場2-18-12,35.669951,139.804783,繁栄稲荷神社,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14138606-Reviews-Hanei_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,有明３丁目,-,東京都江東区有明 3-31,35.631619,139.788255,有明 (東京ビッグサイト )船着場,波止場・遊歩道,3.5,5件,https://www.tripadvisor.jp/Attraction_Review-g14134362-d16699825-Reviews-Ariake_Tokyo_Big_Sight_Pier-Ariake_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,豊洲６丁目,-,東京都江東区豊洲 6-5 豊洲市場6街区水産仲卸売場棟屋上,35.64492,139.782405,豊洲市場屋上緑化広場,名所・有名スポット • 眺めのよいスポット,4,4件,https://www.tripadvisor.jp/Attraction_Review-g14134359-d19101891-Reviews-Toyosu_Market_Rooftop_Garden-Toyosu_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,深川１丁目,-,東京都江東区深川1-9,35.677328,139.796735,採荼庵跡,旧跡,3,10件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d12315366-Reviews-Saitoan_Trace-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島２丁目,-,東京都江東区大島2-15-4,35.690684,139.823456,愛宕神社,神社/寺院/教会など,3.5,8件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13457914-Reviews-Atago_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-7-5,35.679983,139.803537,龍光院,神社/寺院/教会など,3,13件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d8150248-Reviews-Ryoukouin-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸４丁目,-,東京都江東区亀戸 4-24-1,35.703222,139.826322,東覚寺,神社/寺院/教会など,3,7件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d15113641-Reviews-Togaku_ji_Temple-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸４丁目,-,東京都江東区亀戸 4-48-3,35.702658,139.830513,常光寺,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d15113567-Reviews-Joko_ji_Temple-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄１丁目,-,東京都江東区清澄1-5付近,35.682044,139.793999,陸奥宗光宅跡,旧跡,3,8件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14027304-Reviews-Site_of_Mutsu_Munemitsu_Residence-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,門前仲町１丁目,-,東京都江東区門前仲町,35.6731,139.795018,八幡宮一の鳥居跡,名所・有名スポット,3,10件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d1373778-Reviews-Site_of_Hachimangu_Ichi_no_Torii_Gate-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,永代１丁目,-,東京都江東区永代1-14,35.6758,139.790446,紀文稲荷神社,神社/寺院/教会など,3.5,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14008014-Reviews-Kibun_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂４丁目,-,東京都江東区北砂4-25-15,35.679303,139.832789,亀高神社,神社/寺院/教会など,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979268-Reviews-Kametaka_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-17-14,35.680513,139.803357,雲光院,神社/寺院/教会など,3.5,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13646532-Reviews-Unko_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,白河１丁目,-,東京都江東区白河1-1-8,35.68103,139.799241,雄松院,神社/寺院/教会など,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d12105638-Reviews-Osho_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東陽６丁目,-,東京都江東区東陽6-1-13,35.674264,139.810691,江東区スポーツ施設豊住庭球場,アリーナ・スタジアム,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13017291-Reviews-Koto_Sports_Sabu_Tennis_Field-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄１丁目,-,東京都江東区清澄1-2-1,35.681002,139.792441,平賀源内電気実験の地,記念碑＆像,3,8件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13237526-Reviews-Hiraga_Gennai_Electricity_Experiment_Site-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸２丁目,-,東京都江東区亀戸 2-6,35.70005,139.819826,亀戸銭座跡モニュメント,記念碑＆像,3,7件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d13206984-Reviews-Kameido_Zeniza_Monument-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島５丁目,-,東京都江東区大島5/北砂6/北砂5(丸八通リ/小名木川),35.688905,139.833785,丸八橋,橋,3,9件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979263-Reviews-Maruhachi_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸８丁目,-,東京都江東区亀戸 8,35.700445,139.833449,江東新橋,橋,3.5,4件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d15661865-Reviews-Kotoshin_Bridge-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島３丁目,-,東京都江東区大島3-31-7,35.690063,139.830969,亀出神社,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d12569226-Reviews-Kamede_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,有明３丁目,-,東京都江東区有明 3-8-35 東京臨海広域防災公園,35.635449,139.794205,防災体験学習施設 そなエリア東京,名所・有名スポット • 科学博物館,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g14134362-d15556755-Reviews-The_Disaster_Prevention_Experience_Learning_Facility_Sona_Area_Tokyo-Ariake_Ko.html,　
江東区,北砂２丁目,-,東京都江東区北砂2-1-40,35.67825,139.826442,妙久寺,神社/寺院/教会など,3.5,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979297-Reviews-Myokyu_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸３丁目,-,東京都江東区亀戸 3-42-1,35.704138,139.822609,光明寺,神社/寺院/教会など,3,4件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d12883591-Reviews-Konyo_ji_Temple-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,永代１丁目,-,東京都江東区永代1-14,35.6758,139.790446,佐久間象山 砲術塾 跡,旧跡,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15083245-Reviews-Sakuma_Shozan_Hojutsujuku_Ato-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,夢の島１丁目,-,東京都江東区夢ノ島1-1-1,35.650214,139.823368,夢の島野球場,アリーナ・スタジアム,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13969897-Reviews-Yumenoshima_Ballpark-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,南砂１丁目,-,東京都江東区南砂1-3-21,35.678528,139.821659,武州妙安禅寺 江東馬頭観世音,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13546087-Reviews-Bushumyoanzen_ji_Temple_Koto_Batokanzenon-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東陽３丁目,-,東京都江東区東陽3-8-11,35.669568,139.809052,関東大震災横死者供養塔,旧跡 • 記念碑＆像,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14775201-Reviews-Kanto_Daishinsai_Oshisha_Kuyoto-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1丁目19-1,35.672031,139.800451,八幡橋,橋,3.5,8件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17642737-Reviews-Hachiman_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,猿江１丁目,-,東京都江東区猿江 1-11-15,35.686399,139.813572,重願寺,神社/寺院/教会など,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13614905-Reviews-Jugan_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂４丁目,-,東京都江東区北砂4-22-6,35.679092,139.831808,持宝院,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979273-Reviews-Jiho_in-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,猿江１丁目,-,東京都江東区猿江1-22-12,35.686668,139.813627,日先神社,神社/寺院/教会など,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13458123-Reviews-Hinosaki_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂１丁目,-,東京都江東区東砂1-4-10,35.682478,139.840813,因速寺,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979061-Reviews-Insoku_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,永代２丁目,-,東京都江東区永代2-37,35.674928,139.792401,渋沢栄一宅跡,旧跡,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15059885-Reviews-The_Site_of_Shibusawa_Eiichi_Taku-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,亀戸２丁目,-,東京都江東区亀戸 2-19-1 カメリアプラザ5F,35.697645,139.82452,亀戸文化センター,イベントスペース,3.5,5件,https://www.tripadvisor.jp/Attraction_Review-g14134355-d13920515-Reviews-Kameido_Bunka_Center-Kameido_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,青海１丁目,-,東京都江東区青海1,35.625922,139.781411,パレットタウン船着場,波止場・遊歩道,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16699822-Reviews-Palette_Town_Pier-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1丁目20-3 富岡八幡宮,35.671906,139.799626,横綱力士碑,記念碑＆像,3.5,8件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17796377-Reviews-Yokozuna_Rikishi_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡２丁目,-,東京都江東区富岡2丁目5-6,35.671228,139.800609,八幡堀遊歩道,眺めのよい散策エリア,3,7件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17702567-Reviews-Hachimambori_Yuhodo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1丁目23-11,35.671098,139.799015,伊能忠敬像,記念碑＆像,3.5,9件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17395903-Reviews-Statue_of_Ino_Tadataka-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄１丁目,-,東京都江東区清澄 1-2-37,35.680594,139.792163,セメント工業発祥の地,記念碑＆像,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16816995-Reviews-Cement_Kogyo_Hassho_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1-20-1,35.671606,139.800417,七渡神社,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198196-Reviews-Nanafutari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,常盤１丁目,-,東京都江東区常盤1-2,35.683755,139.794305,ケルンの眺め,眺めのよいスポット,3.5,7件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16817662-Reviews-Kolner_Aussicht-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,豊洲６丁目,-,東京都江東区豊洲 6,35.647992,139.78531,豊洲大橋,橋,3.5,4件,https://www.tripadvisor.jp/Attraction_Review-g14134359-d17415877-Reviews-Toyosu_Bridge-Toyosu_Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島５丁目,-,東京都江東区大島5-39-26,35.686416,139.83661,勝智院,神社/寺院/教会など,2.5,7件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979253-Reviews-Shochi_in-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,新砂１丁目,-,東京都江東区新砂,35.665479,139.822076,新砂リバーステーション,眺めのよい散策エリア,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13809803-Reviews-Shinsuna_River_Station-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,新砂１丁目,-,東京都江東区新砂1丁目2−2,35.666951,139.820984,洲崎球場跡,記念碑＆像,4,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17396135-Reviews-Suzaki_Kyujo_Ato-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,白河１丁目,-,東京都江東区白河1-5,35.682802,139.800307,干鰮場跡,記念碑＆像,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16817621-Reviews-Hoshikaba_Remains-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下２丁目,-,東京都江東区森下2-22-9,35.688665,139.798816,長慶寺,旧跡 • 神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d12666133-Reviews-Chokei_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-2-11,35.679497,139.799996,圓隆院,神社/寺院/教会など,3.5,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15198156-Reviews-Enryuin_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,木場５丁目,-,東京都江東区木場5丁目1-10,35.668965,139.806983,新田橋,橋,3.5,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17376422-Reviews-Nitta_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,常盤２丁目,-,東京都江東区常盤2-12,35.684916,139.797703,二代目中村芝翫宅跡,旧跡,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d12315377-Reviews-Nidaime_Nakamura_Shikantaku_Ato-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,南砂３丁目,-,東京都江東区南砂3丁目14-25,35.668932,139.832997,メトロ スナチカ,名所・有名スポット,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379864-Reviews-Metro_Sunachika-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,佐賀２丁目,-,東京都江東区佐賀2-4-8,35.678911,139.791149,佐賀稲荷神社,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13993582-Reviews-Saga_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄３丁目,-,東京都江東区清澄3-4-22,35.681333,139.797938,常照院,神社/寺院/教会など,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14187252-Reviews-Josho_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,門前仲町２丁目,-,東京都江東区門前仲町2丁目1-8,35.671312,139.795476,石島橋,橋,4,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d19718188-Reviews-Ishijima_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1丁目14,35.672842,139.79674,明治三七八年役戦死者忠魂碑,記念碑＆像,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17607724-Reviews-Meiji_Year_378_War_Victims_Faith_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡２丁目,-,東京都江東区富岡2-4,35.671242,139.800989,三十三間堂跡モニュメント,旧跡 • 記念碑＆像,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15853462-Reviews-Monument_of_the_site_of_Sanjusangendo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,木場２丁目,-,東京都江東区木場2-11-13,35.670417,139.803906,七代目市川団十郎宅跡,旧跡,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15855078-Reviews-The_Site_of_Ichikawa_Danjuro_VII_Home-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂６丁目,-,東京都江東区東砂6丁目13-4,35.672987,139.841002,東砂天祖神社,神社/寺院/教会など,3,1件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17405956-Reviews-Higashisuna_Tenso_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東陽１丁目,-,東京都江東区東陽1,35.667862,139.810391,南開橋,橋,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16736645-Reviews-Nankai_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,北砂６丁目,-,東京都江東区北砂6-1-23,35.680456,139.836871,蓮光寺,名所・有名スポット • 建築物,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d9979140-Reviews-Renko_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,高橋,-,東京都江東区高橋,35.685416,139.799502,高橋のらくろード,名所・有名スポット,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17482460-Reviews-Takabashi_no_Rakurodo-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,扇橋２丁目,-,東京都江東区扇橋2-8-10,35.683524,139.814308,西岸寺,神社/寺院/教会など,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13614958-Reviews-Saigan_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,常盤１丁目,-,東京都江東区常盤1-1,35.683844,139.794019,川船番所跡,旧跡 • 記念碑＆像,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d16817643-Reviews-The_Site_of_Kawafune_Bansho-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東陽４丁目,-,東京都江東区東陽4丁目11,35.673128,139.81776,平井新田塩浜跡,旧跡 • 記念碑＆像,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17429636-Reviews-The_Site_of_Hiraishinden_Shiohama-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,潮見１丁目,-,東京都江東区潮見1-1-1,35.655952,139.810199,江東区スポーツ施設潮見野球場 庭球場,アリーナ・スタジアム,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13017287-Reviews-Koto_Sports_Tide_Baseball_Field_Tennis_Field-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下１丁目,-,東京都江東区森下1,35.686902,139.797842,伊東深水誕生の地,旧跡,2.5,7件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17450645-Reviews-Ito_Shinsui_s_Birthplace-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,森下２丁目,-,東京都江東区森下2-30-2,35.689693,139.799163,五間堀跡,旧跡,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432589-Reviews-The_Site_of_Gomabori-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好３丁目,-,東京都江東区三好3-7-5,35.680536,139.804301,良信院,神社/寺院/教会など,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13614976-Reviews-Ryoshin_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1-23-13 富岡八幡宮,35.670909,139.799037,大関力士碑,記念碑＆像,3.5,7件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17796373-Reviews-Ozeki_Rikishi_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,南砂３丁目,-,東京都江東区南砂3-14,35.669926,139.832711,東京都南砂町地盤沈下観測所,政府庁舎,2.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17395718-Reviews-Tokyo_Minamisunamachi_Ground_Settlement_Station-Koto_Tokyo_Tokyo_Prefecture_Kan.html,　
江東区,東陽４丁目,-,東京都江東区東陽4丁目4-3,35.670134,139.81756,深川親子地蔵尊,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d19322689-Reviews-Fukagawa_Oyako_Jizoson-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-16-7,35.680844,139.802654,善徳寺,神社/寺院/教会など,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13646535-Reviews-Zentoku_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂３丁目,-,東京都江東区東砂3丁目17,35.681297,139.842654,生田神社,神社/寺院/教会など,3.5,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17758061-Reviews-Ikuta_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,平野１丁目,-,東京都江東区平野1-2-3,35.678466,139.798593,滝澤馬琴誕生の地 モニュメント,旧跡 • 記念碑＆像,3,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15853274-Reviews-Bakin_Takizawa_Birthplace_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,東砂５丁目,-,東京都江東区東砂,35.677564,139.840482,葛西橋,橋 • 眺めのよいスポット,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15789359-Reviews-Kasai_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,門前仲町１丁目,-,東京都江東区門前仲町1-18,35.674389,139.794287,伊能忠敬住居跡,旧跡,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17338347-Reviews-Inotadataka_Jukyo_Ato-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好１丁目,-,東京都江東区三好1-7-7,35.680541,139.79984,正覚院,神社/寺院/教会など,2.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d15201022-Reviews-Shogaku_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,富岡１丁目,-,東京都江東区富岡1-20 富岡八幡宮,35.67162,139.799678,木場木遣之碑,記念碑＆像,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17796485-Reviews-Kiba_Kiyari_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島１丁目,-,東京都江東区大島1丁目,35.688807,139.825125,小名木川クローバー橋,橋 • 眺めのよい散策エリア,3.5,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17477434-Reviews-Onagi_River_Clover_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,猿江２丁目,-,東京都江東区猿江2丁目5-14,35.686207,139.814172,猿江稲荷社,神社/寺院/教会など,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17379958-Reviews-Sarue_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,常盤１丁目,-,東京都江東区常盤1-1-1 2F,35.683913,139.793969,深川番所ギャラリー,名所・有名スポット,2,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d6960799-Reviews-Fukagawa_Bansho_Gallery-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,猿江１丁目,-,東京都江東区猿江1-1,35.685038,139.810445,猿江船改番所跡,旧跡,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17483912-Reviews-The_Site_of_Sarue_Funearatamebansho-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,白河２丁目,-,東京都江東区白河2-7-10,35.682138,139.803329,宜雲寺,神社/寺院/教会など,3,2件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13646544-Reviews-Giun_ji_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,佐賀２丁目,-,東京都江東区佐賀2,35.679347,139.792107,隅田川大橋,橋,3,6件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17432610-Reviews-Sumida_River_Large_Bridge-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,大島１丁目,-,東京都江東区大島1丁目2,35.687854,139.822018,化学肥料創業記念碑,記念碑＆像,3,3件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17380019-Reviews-Chemical_fertilizer_Founding_Monument-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄３丁目,-,東京都江東区清澄3-9-7,35.682802,139.797733,三穂道別稲荷神社,神社/寺院/教会など,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17596998-Reviews-Mitsuho_Michiwake_Inari_Shrine-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄３丁目,-,東京都江東区清澄3-4-11,35.681722,139.79838,江月院,神社/寺院/教会など,3,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d14188506-Reviews-Kogetsu_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,清澄１丁目,-,東京都江東区清澄1丁目2,35.680733,139.793271,明治27年に製造されたコンクリートブロック,名所・有名スポット,3.5,5件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d17689482-Reviews-Meiji_27th_Year_Manufactured_Concrete_Block-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
江東区,三好２丁目,-,東京都江東区三好2-17-13,35.68093,139.803604,一言院,神社/寺院/教会など,2.5,4件,https://www.tripadvisor.jp/Attraction_Review-g1066449-d13646540-Reviews-Ichigon_in_Temple-Koto_Tokyo_Tokyo_Prefecture_Kanto.html,　
